country,year,hours_worked
France,2019,15.7316493988037
France,2020,14.6014204025269
France,2021,15.6100025177002
France,2022,16.1336116790772
Gabon,2005,23.5472927093506
Gabon,2017,20.5856494903564
UK,1983,17.9522953033447
UK,1984,17.5946750640869
UK,1985,18.1599826812744
UK,1986,18.1736831665039
UK,1987,18.3212490081787
UK,1988,19.2989025115967
UK,1989,19.8606834411621
UK,1990,19.798225402832
UK,1991,19.3171997070313
UK,1992,19.0106716156006
UK,1993,18.742790222168
UK,1994,18.9650650024414
UK,1995,19.2518424987793
UK,1996,19.3009967803955
UK,1997,19.4484596252441
UK,1998,19.5542469024658
UK,1999,19.5282077789307
UK,2000,19.6521739959717
UK,2001,19.7999801635742
UK,2002,19.7193126678467
UK,2003,19.4941234588623
UK,2004,19.5227661132813
UK,2005,19.5912189483643
UK,2006,19.3463382720947
UK,2007,19.4003810882568
UK,2008,19.4689064025879
UK,2009,18.9887752532959
UK,2010,18.6908283233643
UK,2011,18.5839385986328
UK,2012,18.91477394104
UK,2013,19.1288928985596
UK,2014,19.5667133331299
UK,2015,19.6164302825928
UK,2016,19.9120426177979
UK,2017,19.8448467254639
UK,2018,20.0118179321289
UK,2019,20.0287017822266
Grenada,2018,22.2577648162842
Grenada,2019,23.839542388916
Grenada,2020,19.0163116455078
Grenada,2021,21.8326759338379
Grenada,2023,24.8980903625488
Georgia,1999,13.9899311065674
Georgia,2000,13.9058475494385
Georgia,2001,13.9265823364258
Georgia,2008,13.0548315048218
Georgia,2009,14.8132085800171
Georgia,2011,15.1348495483398
Georgia,2012,15.725471496582
Georgia,2013,15.7772989273071
Georgia,2017,20.2104187011719
Georgia,2018,21.1078758239746
Georgia,2019,21.125524520874
Georgia,2020,15.3734617233276
Georgia,2021,15.5797119140625
Georgia,2022,17.0271377563477
Ghana,1987,24.6442890167236
Ghana,1989,23.0818519592285
Ghana,1991,25.3287525177002
Ghana,2006,27.8025379180908
Ghana,2017,27.6681365966797
Gambia,2012,30.8915729522705
Gambia,2018,31.3472805023193
Guinea,1994,32.2076148986816
Guinea,2007,30.2023963928223
Guinea,2012,27.2861480712891
Greece,1971,18.1909866333008
Greece,1981,18.4829425811768
Greece,1983,20.0820045471191
Greece,1984,19.2872581481934
Greece,1985,19.3719367980957
Greece,1986,19.2852058410645
Greece,1987,18.6114292144775
Greece,1988,18.8277435302734
Greece,1989,19.1726150512695
Greece,1990,18.77805519104
Greece,1991,18.5221977233887
Greece,1992,19.1622505187988
Greece,1993,19.1218147277832
Greece,1994,18.952018737793
Greece,1995,18.7873001098633
Greece,1996,18.6888771057129
Greece,1997,18.3115997314453
Greece,1998,19.2726211547852
Greece,1999,19.4510135650635
Greece,2000,19.4435844421387
Greece,2001,19.1584129333496
Greece,2002,19.472713470459
Greece,2003,19.7837047576904
Greece,2004,19.7506980895996
Greece,2005,19.3000793457031
Greece,2006,19.4225788116455
Greece,2007,19.2789688110352
Greece,2008,19.4007701873779
Greece,2009,18.9639644622803
Greece,2010,18.391996383667
Greece,2011,17.1237564086914
Greece,2012,15.5893354415894
Greece,2013,14.891788482666
Greece,2014,14.9055194854736
Greece,2015,15.3576669692993
Greece,2016,15.7174081802368
Greece,2017,16.0822296142578
Greece,2018,16.4423351287842
Greece,2019,16.7988033294678
Greece,2020,15.0012187957764
Greece,2021,16.8720989227295
Greece,2022,18.5878772735596
Guatemala,1989,25.9942951202393
Guatemala,2000,29.1316509246826
Guatemala,2002,27.7367858886719
Guatemala,2003,30.3429298400879
Guatemala,2004,27.265230178833
Guatemala,2006,28.8220825195313
Guatemala,2010,25.5731792449951
Guatemala,2011,26.1293716430664
Guatemala,2012,27.9168090820313
Guatemala,2013,25.0812397003174
Guatemala,2014,25.9269676208496
Guatemala,2015,26.3108100891113
Guatemala,2016,26.7754516601563
Guatemala,2017,26.4159965515137
Guatemala,2018,26.3024291992188
Guatemala,2019,26.2627429962158
Guatemala,2021,27.4793910980225
Guinea-Bissau,2018,26.454776763916
Guinea-Bissau,2019,28.6429576873779
Guinea-Bissau,2022,28.6126518249512
Guyana,2018,19.5248126983643
Guyana,2019,18.9481716156006
Honduras,1991,25.3047161102295
Honduras,1992,25.0214920043945
Honduras,1993,25.5748710632324
Honduras,1994,26.3195056915283
Honduras,1995,25.5628814697266
Honduras,1996,24.8249092102051
Honduras,1997,25.8689708709717
Honduras,1998,25.6430511474609
Honduras,1999,25.3119049072266
Honduras,2001,24.4489593505859
Honduras,2002,23.902135848999
Honduras,2003,22.134183883667
Honduras,2004,23.7890300750732
Honduras,2005,23.7702808380127
Honduras,2006,24.3543128967285
Honduras,2007,25.1399612426758
Honduras,2008,23.4724521636963
Honduras,2009,23.642183303833
Honduras,2010,23.3951797485352
Honduras,2011,24.4393672943115
Honduras,2012,24.0000953674316
Honduras,2013,23.9440174102783
Honduras,2014,24.6087894439697
Honduras,2015,24.7927341461182
Honduras,2016,25.1816139221191
Honduras,2017,25.1099052429199
Honduras,2018,26.3865242004395
Honduras,2019,25.4331703186035
Honduras,2020,21.3062171936035
Honduras,2021,22.6230602264404
Honduras,2022,22.2589797973633
Honduras,2023,23.3865222930908
Croatia,2002,16.7930965423584
Croatia,2003,16.8920211791992
Croatia,2004,17.1051464080811
Croatia,2005,16.3902378082275
Croatia,2006,16.4454116821289
Croatia,2007,17.8891735076904
Croatia,2008,18.2222175598145
Croatia,2009,18.0435562133789
Croatia,2010,17.4932708740234
Croatia,2011,16.8058681488037
Croatia,2012,16.0733013153076
Croatia,2013,15.528507232666
Croatia,2014,15.8514614105225
Croatia,2015,15.6376628875732
Croatia,2016,15.5934448242188
Croatia,2017,16.0936183929443
Croatia,2018,16.3557796478272
Croatia,2019,16.6013412475586
Croatia,2020,15.5734434127808
Croatia,2021,16.5178661346436
Croatia,2022,16.9033946990967
Haiti,2001,15.9307527542114
Haiti,2007,18.9937477111816
Haiti,2012,18.6346321105957
Hungary,1991,18.2774600982666
Hungary,1994,18.0469207763672
Hungary,1996,17.3003196716309
Hungary,1997,17.6120414733887
Hungary,1998,17.6491317749023
Hungary,1999,18.7709922790527
Hungary,2000,18.550479888916
Hungary,2001,18.5333347320557
Hungary,2002,18.6483573913574
Hungary,2003,18.5282154083252
Hungary,2004,18.4114856719971
Hungary,2005,17.9847621917725
Hungary,2006,18.0679779052734
Hungary,2007,17.9359931945801
Hungary,2008,17.7317924499512
Hungary,2009,17.1393222808838
Hungary,2010,17.1752262115479
Hungary,2011,17.1451988220215
Hungary,2012,17.1382884979248
Hungary,2013,17.5642051696777
Hungary,2014,18.4525699615479
Hungary,2015,18.9017162322998
Hungary,2016,19.9734687805176
Hungary,2017,20.1296577453613
Hungary,2018,20.0201435089111
Hungary,2019,20.3150100708008
Hungary,2020,19.3930435180664
Hungary,2021,19.9077796936035
Hungary,2022,20.6258792877197
Indonesia,1976,23.0752925872803
Indonesia,1986,23.3845405578613
Indonesia,1988,24.7979583740234
Indonesia,1990,24.9244003295898
Indonesia,1991,24.9910755157471
Indonesia,1992,24.4718704223633
Indonesia,1993,24.3933372497559
Indonesia,1994,24.5645008087158
Indonesia,1996,24.3014965057373
Indonesia,1997,24.7406063079834
Indonesia,1998,24.0126800537109
Indonesia,1999,24.2176322937012
Indonesia,2000,24.8818035125732
Indonesia,2001,25.1551952362061
Indonesia,2002,24.2464847564697
Indonesia,2003,23.9952716827393
Indonesia,2004,24.584888458252
Indonesia,2005,23.6783638000488
Indonesia,2006,23.9058456420898
Indonesia,2007,24.974308013916
Indonesia,2008,25.1528301239014
Indonesia,2009,25.2732791900635
Indonesia,2010,25.7554492950439
Indonesia,2011,25.7623748779297
Indonesia,2012,25.739538192749
Indonesia,2013,24.48703956604
Indonesia,2014,25.5038585662842
Indonesia,2015,25.82248878479
Indonesia,2016,26.1333293914795
Indonesia,2017,26.5500984191895
Indonesia,2018,26.3738479614258
Indonesia,2019,26.5393772125244
Indonesia,2020,25.2675704956055
Indonesia,2021,24.1427268981934
Indonesia,2022,25.4460697174072
Indonesia,2023,25.8879127502441
Ireland,1983,19.6469612121582
Ireland,1984,18.3511066436768
Ireland,1985,18.417142868042
Ireland,1986,18.6196632385254
Ireland,1987,17.851692199707
Ireland,1988,18.4018516540527
Ireland,1989,18.705982208252
Ireland,1990,19.0426406860352
Ireland,1991,18.7272968292236
Ireland,1992,17.4948692321777
Ireland,1993,17.2004375457764
Ireland,1994,17.5882415771484
Ireland,1995,17.7211971282959
Ireland,1996,18.3444004058838
Ireland,1997,18.4965038299561
Ireland,1998,19.6923294067383
Ireland,1999,20.4961376190186
Ireland,2000,20.9715766906738
Ireland,2001,20.9712219238281
Ireland,2002,20.8345165252686
Ireland,2003,20.4885082244873
Ireland,2004,20.4111404418945
Ireland,2005,20.9363288879395
Ireland,2006,21.0664882659912
Ireland,2007,21.4956436157227
Ireland,2008,20.4825973510742
Ireland,2009,18.0800476074219
Ireland,2010,17.2947998046875
Ireland,2011,16.9946327209473
Ireland,2012,16.8248176574707
Ireland,2013,17.4147644042969
Ireland,2014,17.8734569549561
Ireland,2015,18.1867542266846
Ireland,2016,18.873348236084
Ireland,2017,19.3813819885254
Ireland,2018,19.8913135528564
Ireland,2019,20.1139545440674
Ireland,2020,17.887243270874
Ireland,2021,21.0673274993896
Ireland,2022,20.0081081390381
Israel,1992,20.8233203887939
Israel,1997,20.7275009155273
Israel,2001,19.6020793914795
Israel,2002,18.4519290924072
Israel,2003,18.6065196990967
Israel,2004,18.9725494384766
Israel,2005,19.0967693328857
Israel,2006,19.3433208465576
Israel,2007,20.2858791351318
Israel,2008,20.4965190887451
Israel,2009,19.9310302734375
Israel,2010,20.4207305908203
Israel,2011,20.5428104400635
Israel,2012,21.9777202606201
Israel,2013,23.679500579834
Israel,2014,23.7252101898193
Israel,2015,24.9262294769287
Israel,2016,24.9999408721924
Israel,2017,25.3932800292969
Israel,2018,25.2261295318604
Israel,2019,23.8110103607178
Israel,2020,19.5948696136475
Israel,2021,20.5380592346191
India,2018,21.9745121002197
India,2019,23.0691299438477
India,2020,22.5976581573486
India,2021,22.8362827301025
India,2022,23.2892093658447
India,2023,24.4802303314209
Iraq,2006,14.851243019104
Iraq,2007,15.2395391464233
Iraq,2012,15.6079263687134
Iran,2005,18.7337894439697
Iran,2006,18.755895614624
Iran,2007,18.6237735748291
Iran,2008,17.6034049987793
Iran,2009,16.9980125427246
Iran,2010,16.29079246521
Iran,2011,15.966682434082
Iran,2012,16.2639770507813
Iran,2013,16.4116516113281
Iran,2014,15.9180583953857
Iran,2015,16.5836524963379
Iran,2016,16.1332912445068
Iran,2017,17.1207408905029
Iran,2018,16.7005939483643
Iran,2019,17.4011116027832
Iran,2020,15.687445640564
Iran,2021,16.1576595306397
Iran,2022,15.9544916152954
Iran,2023,17.3292274475098
Iceland,1995,30.8236103057861
Iceland,1996,31.522144317627
Iceland,1997,31.1446094512939
Iceland,1998,31.4118213653564
Iceland,1999,32.9042053222656
Iceland,2000,34.1681861877441
Iceland,2001,33.4693756103516
Iceland,2002,31.9986763000488
Iceland,2003,30.1758346557617
Iceland,2004,29.7657146453857
Iceland,2005,29.313835144043
Iceland,2006,29.5279712677002
Iceland,2007,29.4330139160156
Iceland,2008,29.0340614318848
Iceland,2009,25.9194736480713
Iceland,2010,25.547269821167
Iceland,2011,25.9091606140137
Iceland,2012,26.0678596496582
Iceland,2013,26.3829364776611
Iceland,2014,27.8661155700684
Iceland,2015,28.6334247589111
Iceland,2016,29.2647743225098
Iceland,2017,28.6653995513916
Iceland,2018,28.145866394043
Iceland,2019,27.3031330108643
Iceland,2020,25.1708087921143
Iceland,2022,21.8297309875488
Italy,1983,17.7569351196289
Italy,1984,17.1211376190186
Italy,1985,17.1429004669189
Italy,1986,17.1156063079834
Italy,1987,16.9141998291016
Italy,1988,17.0558261871338
Italy,1989,16.9215526580811
Italy,1990,17.1155261993408
Italy,1991,17.3427581787109
Italy,1992,16.5148429870605
Italy,1993,16.3185806274414
Italy,1994,15.8780250549316
Italy,1995,15.7041358947754
Italy,1996,15.4447078704834
Italy,1997,15.7434015274048
Italy,1998,15.7836017608643
Italy,1999,15.9494924545288
Italy,2000,16.1115589141846
Italy,2001,16.2703475952148
Italy,2002,14.9510326385498
Italy,2003,16.6340351104736
Italy,2004,17.1324481964111
Italy,2005,16.0925750732422
Italy,2006,16.068042755127
Italy,2007,16.1036396026611
Italy,2008,15.9261417388916
Italy,2009,15.179479598999
Italy,2010,15.2294654846191
Italy,2011,15.165976524353
Italy,2012,14.6722545623779
Italy,2013,14.3039455413818
Italy,2014,14.2902488708496
Italy,2015,14.4765777587891
Italy,2016,14.8612623214722
Italy,2017,15.0757083892822
Italy,2018,15.2578563690186
Italy,2019,15.3263311386108
Italy,2020,13.5656223297119
Italy,2021,14.8217239379883
Italy,2022,15.3494358062744
Jamaica,1990,23.392370223999
Jamaica,1996,24.6756362915039
Jamaica,1999,23.5968723297119
Jamaica,2002,22.139461517334
Jamaica,2008,24.5374984741211
Jamaica,2009,24.985767364502
Jamaica,2010,24.3037242889404
Jamaica,2011,23.902286529541
Jamaica,2012,23.9336051940918
Jamaica,2013,23.4288864135742
Jamaica,2014,23.5132484436035
Jamaica,2016,24.7629375457764
Jamaica,2017,25.3910503387451
Jamaica,2018,25.7164039611816
Jamaica,2019,26.4347686767578
Jamaica,2020,24.1970634460449
Jamaica,2021,25.1212902069092
Jamaica,2022,26.8936195373535
Jamaica,2023,27.9831466674805
Jordan,2000,16.3000583648682
Jordan,2001,15.836277961731
Jordan,2002,15.7139949798584
Jordan,2003,14.2068862915039
Jordan,2004,15.1590175628662
Jordan,2005,15.8060331344605
Jordan,2006,15.2667474746704
Jordan,2007,17.5678005218506
Jordan,2008,16.2106170654297
Jordan,2009,16.6527519226074
Jordan,2010,16.3003101348877
Jordan,2011,15.6622753143311
Jordan,2012,15.2841548919678
Jordan,2013,14.5315990447998
Jordan,2014,14.1504993438721
Jordan,2016,15.5293874740601
Jordan,2017,15.5853853225708
Jordan,2018,14.9163112640381
Jordan,2019,15.4991369247437
Jordan,2020,15.3552694320679
Jordan,2021,14.4469652175903
Jordan,2022,15.0509300231934
Jordan,2023,16.2228622436523
Japan,2000,24.977331161499
Japan,2001,24.383113861084
Japan,2002,23.9605159759522
Japan,2003,23.7055644989014
Japan,2004,23.724365234375
Japan,2005,23.6832580566406
Japan,2006,23.6632957458496
Japan,2007,23.417121887207
Japan,2008,23.0709915161133
Japan,2009,22.339168548584
Japan,2010,22.2796688079834
Japan,2011,22.2081146240234
Japan,2012,22.1405544281006
Japan,2013,21.9411926269531
Japan,2014,21.8818607330322
Japan,2015,21.9027328491211
Japan,2016,21.99489402771
Japan,2017,22.2998065948486
Japan,2018,22.2253646850586
Japan,2019,22.2239570617676
Japan,2020,21.1682987213135
Japan,2021,21.3651695251465
Japan,2022,21.6255683898926
Kenya,1999,25.7460308074951
Kenya,2005,22.1824722290039
Kenya,2016,29.1583518981934
Kenya,2021,25.0852909088135
Kyrgyzstan,1997,21.3472518920898
Kyrgyzstan,2010,20.7819290161133
Kyrgyzstan,2011,21.1398220062256
Kyrgyzstan,2012,20.9798049926758
Kyrgyzstan,2013,20.356071472168
Kyrgyzstan,2014,20.709846496582
Kyrgyzstan,2015,21.3082866668701
Kyrgyzstan,2016,21.5058479309082
Kyrgyzstan,2017,21.2049160003662
Kyrgyzstan,2018,21.8384780883789
Kyrgyzstan,2019,21.8681621551514
Kyrgyzstan,2020,20.116943359375
Kyrgyzstan,2021,22.0109577178955
Kyrgyzstan,2022,22.2972717285156
Kyrgyzstan,2023,21.6594848632813
Cambodia,2000,37.2593002319336
Cambodia,2001,37.0300521850586
Cambodia,2012,31.1716995239258
Cambodia,2019,35.3029479980469
Kiribati,2020,11.049298286438
Kiribati,2023,15.5022869110107
Comoros,2004,11.3978271484375
Comoros,2014,18.3370037078857
Comoros,2021,20.1684665679932
Korea,2000,29.6325435638428
Korea,2001,29.81711769104
Korea,2002,29.9560070037842
Korea,2003,29.2109889984131
Korea,2004,29.2786369323731
Korea,2005,28.8297157287598
Korea,2006,28.7899551391602
Korea,2007,28.3652153015137
Korea,2008,27.5347766876221
Korea,2009,27.0286026000977
Korea,2010,26.631778717041
Korea,2011,26.0452213287354
Korea,2012,26.6337947845459
Korea,2013,25.8165969848633
Korea,2014,26.5884132385254
Korea,2015,26.4864749908447
Korea,2016,26.0784664154053
Korea,2017,26.0782699584961
Korea,2018,25.2320156097412
Korea,2019,24.833911895752
Korea,2020,23.4490528106689
Korea,2021,23.5502777099609
Korea,2022,23.7835369110107
Korea,2023,24.3516998291016
Kosovo,2003,8.25173950195313
Kosovo,2004,8.80362796783447
Kosovo,2005,9.12785339355469
Kosovo,2008,9.24932193756104
Kosovo,2012,9.26156330108643
Kosovo,2013,10.4075336456299
Kosovo,2014,10.1210536956787
Kosovo,2015,9.63509368896484
Kosovo,2016,10.5851917266846
Kosovo,2017,11.5143642425537
Kosovo,2018,11.3886365890503
Kosovo,2019,11.2664747238159
Kosovo,2020,9.4322452545166
Kosovo,2021,11.4435634613037
Kosovo,2022,12.5698938369751
Kosovo,2023,13.078706741333
Kazakhstan,1996,17.855188369751
Kazakhstan,2016,22.604133605957
Lao PDR,2022,29.8444938659668
Lebanon,2004,19.4794692993164
Lebanon,2011,20.2557678222656
Lebanon,2019,20.4781455993652
Sri Lanka,1992,19.6010227203369
Sri Lanka,1993,20.4923648834229
Sri Lanka,1994,20.7373447418213
Sri Lanka,1995,20.3986930847168
Sri Lanka,1998,22.3364219665527
Sri Lanka,1999,22.05712890625
Sri Lanka,2000,21.8509712219238
Sri Lanka,2001,22.5384693145752
Sri Lanka,2002,22.3907508850098
Sri Lanka,2003,21.2939414978027
Sri Lanka,2004,22.0364551544189
Sri Lanka,2006,23.5316772460938
Sri Lanka,2007,23.116849899292
Sri Lanka,2008,22.7259044647217
Sri Lanka,2010,21.867919921875
Sri Lanka,2011,21.5018997192383
Sri Lanka,2013,21.9792594909668
Sri Lanka,2014,21.957010269165
Sri Lanka,2015,22.0506019592285
Sri Lanka,2016,22.858283996582
Sri Lanka,2017,22.9995880126953
Sri Lanka,2018,21.3791656494141
Sri Lanka,2019,21.1843070983887
Sri Lanka,2020,17.9898414611816
Sri Lanka,2021,18.6049041748047
Sri Lanka,2022,19.375768661499
Liberia,2010,26.6913890838623
Lesotho,2019,24.7718715667725
Lithuania,1998,21.0769290924072
Lithuania,1999,20.9244728088379
Lithuania,2000,19.3200798034668
Lithuania,2001,18.6813354492188
Lithuania,2002,19.5285758972168
Lithuania,2003,19.6922206878662
Lithuania,2004,19.0379619598389
Lithuania,2005,19.0270290374756
Lithuania,2006,19.1397361755371
Lithuania,2007,19.849157333374
Lithuania,2008,19.7871398925781
Lithuania,2009,17.726053237915
Lithuania,2010,17.1692695617676
Lithuania,2011,17.6365928649902
Lithuania,2012,18.1301593780518
Lithuania,2013,18.4668941497803
Lithuania,2014,18.9433441162109
Lithuania,2015,19.5202407836914
Lithuania,2016,20.380615234375
Lithuania,2017,20.2472553253174
Lithuania,2018,20.8602733612061
Lithuania,2019,21.0487823486328
Lithuania,2020,19.8248825073242
Lithuania,2021,20.374626159668
Lithuania,2022,20.8384418487549
Luxembourg,1983,19.0909481048584
Luxembourg,1984,19.1532249450684
Luxembourg,1985,19.5016574859619
Luxembourg,1986,19.473669052124
Luxembourg,1987,19.6610202789307
Luxembourg,1988,19.5579128265381
Luxembourg,1989,19.3829517364502
Luxembourg,1990,19.0050354003906
Luxembourg,1991,19.6842803955078
Luxembourg,1992,20.0529823303223
Luxembourg,1993,19.7928924560547
Luxembourg,1994,19.3119564056397
Luxembourg,1995,18.7861137390137
Luxembourg,1996,18.5852661132813
Luxembourg,1997,18.8536033630371
Luxembourg,1998,18.8662700653076
Luxembourg,1999,19.2240715026855
Luxembourg,2000,19.6915645599365
Luxembourg,2001,19.6504287719727
Luxembourg,2002,19.851806640625
Luxembourg,2003,17.6590747833252
Luxembourg,2004,17.4853343963623
Luxembourg,2005,17.707820892334
Luxembourg,2006,16.9456882476807
Luxembourg,2007,17.58323097229
Luxembourg,2008,16.6214637756348
Luxembourg,2009,18.518985748291
Luxembourg,2010,18.5192375183105
Luxembourg,2011,18.0775337219238
Luxembourg,2012,18.8140754699707
Luxembourg,2013,18.5256156921387
Luxembourg,2014,19.1349716186523
Luxembourg,2015,19.6585674285889
Luxembourg,2016,19.4087219238281
Luxembourg,2017,19.2234840393066
Luxembourg,2018,19.5483589172363
Luxembourg,2019,19.7288761138916
Luxembourg,2020,18.4369373321533
Luxembourg,2021,18.7958812713623
Luxembourg,2022,19.9269027709961
Latvia,1998,21.1415309906006
Latvia,1999,20.9215450286865
Latvia,2000,20.3720664978027
Latvia,2001,20.3832817077637
Latvia,2002,20.9007148742676
Latvia,2003,20.9756717681885
Latvia,2004,20.3710613250732
Latvia,2005,21.1031970977783
Latvia,2006,22.3167915344238
Latvia,2007,22.6935729980469
Latvia,2008,21.7178974151611
Latvia,2009,18.4638710021973
Latvia,2010,17.5062465667725
Latvia,2011,18.2542705535889
Latvia,2012,18.7216701507568
Latvia,2013,19.5009059906006
Latvia,2014,19.822473526001
Latvia,2015,19.8493556976318
Latvia,2016,20.0671272277832
Latvia,2017,20.2344245910645
Latvia,2018,21.0678062438965
Latvia,2019,20.8379344940186
Latvia,2020,20.2225151062012
Latvia,2021,19.5822639465332
Latvia,2022,20.9043636322021
Morocco,1991,21.3844203948975
Morocco,2000,19.786153793335
Morocco,2001,19.315299987793
Morocco,2002,19.2734489440918
Morocco,2003,19.6285800933838
Morocco,2004,20.0612297058105
Morocco,2005,19.9289226531982
Morocco,2006,19.9933490753174
Morocco,2007,20.1549625396729
Morocco,2008,20.7404479980469
Morocco,2009,20.6855792999268
Morocco,2018,18.8881092071533
Moldova,2000,18.5153713226318
Moldova,2001,18.2907733917236
Moldova,2002,18.0502090454102
Moldova,2003,16.9772968292236
Moldova,2004,16.8490791320801
Moldova,2005,16.7667217254639
Moldova,2006,16.795295715332
Moldova,2007,16.3936309814453
Moldova,2008,16.2651424407959
Moldova,2009,15.1551446914673
Moldova,2010,14.5574560165405
Moldova,2011,15.3563137054443
Moldova,2012,14.6765222549438
Moldova,2013,14.866114616394
Moldova,2014,15.6798915863037
Moldova,2015,15.6988468170166
Moldova,2016,15.7043037414551
Moldova,2017,15.7643432617188
Moldova,2018,13.5888471603394
Moldova,2019,15.3855962753296
Moldova,2020,13.9736166000366
Moldova,2021,15.3445882797241
Moldova,2022,15.8120031356812
Moldova,2023,16.6581554412842
Montenegro,2005,13.9870138168335
Montenegro,2006,13.5086650848389
Montenegro,2011,15.6238307952881
Montenegro,2012,16.9423656463623
Montenegro,2013,17.1401329040527
Montenegro,2014,17.7138290405273
Montenegro,2015,18.4436817169189
Montenegro,2016,18.6572914123535
Montenegro,2017,19.1027507781982
Montenegro,2018,20.2835292816162
Montenegro,2019,20.8844890594482
Montenegro,2020,17.0746402740479
Montenegro,2021,17.8137340545654
Montenegro,2022,22.051326751709
Montenegro,2023,23.9880638122559
Madagascar,1993,25.0758457183838
Madagascar,2005,31.1886882781982
Madagascar,2012,36.5563278198242
Madagascar,2015,32.5876846313477
Macedonia,2006,14.1429967880249
Macedonia,2007,14.8033599853516
Macedonia,2008,15.1257495880127
Macedonia,2009,15.1328315734863
Macedonia,2010,14.9089879989624
Macedonia,2011,15.1102895736694
Macedonia,2012,15.2829942703247
Macedonia,2013,16.0397033691406
Macedonia,2014,16.251106262207
Macedonia,2015,16.542610168457
Macedonia,2016,16.9064693450928
Macedonia,2017,17.5194759368897
Macedonia,2018,17.4032211303711
Macedonia,2019,18.1596584320068
Macedonia,2020,16.0598564147949
Macedonia,2021,17.4409313201904
Macedonia,2022,17.2448577880859
Macedonia,2023,17.0058727264404
Mali,2010,30.1689987182617
Mali,2013,30.6965179443359
Mali,2014,28.5035285949707
Mali,2015,27.7210197448731
Mali,2016,26.3726177215576
Mali,2017,26.9409198760986
Mali,2018,26.555004119873
Mali,2019,26.3530387878418
Mali,2020,26.6351451873779
Mali,2022,26.3804817199707
Mali,2023,25.8453922271729
Myanmar,2010,33.7758178710938
Myanmar,2015,32.6218757629395
Myanmar,2017,29.7236042022705
Myanmar,2018,28.5139617919922
Myanmar,2019,27.7193183898926
Myanmar,2020,26.6495056152344
Mongolia,2002,25.8078231811523
Mongolia,2006,26.0758209228516
Mongolia,2007,26.1028747558594
Mongolia,2008,26.0880870819092
Mongolia,2010,26.5544757843018
Mongolia,2011,28.1107349395752
Mongolia,2012,27.4625816345215
Mongolia,2013,27.4581680297852
Mongolia,2014,28.0637302398682
Mongolia,2015,27.9490013122559
Mongolia,2016,26.6237201690674
Mongolia,2017,27.2405433654785
Mongolia,2018,28.5009536743164
Mongolia,2019,27.741512298584
Mongolia,2020,27.466760635376
Mongolia,2021,25.1531410217285
Mongolia,2022,25.9065685272217
Mauritania,2012,18.4136066436768
Mauritania,2019,19.7578411102295
Malta,2007,19.1288318634033
Malta,2008,19.7629737854004
Malta,2009,18.961368560791
Malta,2010,18.8635005950928
Malta,2011,18.674259185791
Malta,2012,19.2301712036133
Malta,2013,19.7846050262451
Malta,2014,20.0309200286865
Malta,2015,20.2780361175537
Malta,2016,21.3718681335449
Malta,2017,21.6331882476807
Malta,2018,22.4245376586914
Malta,2019,23.5349540710449
Malta,2020,21.7293128967285
Malta,2021,22.4908256530762
Malta,2022,23.3521823883057
Malta,2023,23.7407722473145
Mauritius,1999,21.7778034210205
Mauritius,2001,20.9147720336914
Mauritius,2002,21.373592376709
Mauritius,2003,21.9200134277344
Mauritius,2004,21.5975303649902
Mauritius,2005,21.5419540405273
Mauritius,2006,21.4427814483643
Mauritius,2007,21.0490112304688
Mauritius,2008,21.3546276092529
Mauritius,2009,21.2489147186279
Mauritius,2010,21.1221733093262
Mauritius,2011,21.5330257415771
Mauritius,2012,20.4500904083252
Mauritius,2013,20.3658695220947
Mauritius,2014,20.1047782897949
Mauritius,2015,20.2493858337402
Mauritius,2016,20.3627262115479
Mauritius,2017,20.678108215332
Mauritius,2018,19.492073059082
Mauritius,2019,20.6113376617432
Mauritius,2021,18.0895195007324
Mauritius,2022,20.4378204345703
Mauritius,2023,21.1400146484375
Maldives,2002,26.5561599731445
Maldives,2004,23.6676082611084
Maldives,2009,19.6587104797363
Maldives,2014,28.3186759948731
Maldives,2016,26.7977275848389
Maldives,2019,28.0524845123291
Malawi,2013,25.2392807006836
Mexico,1984,21.1366443634033
Mexico,1989,22.5940856933594
Mexico,1992,23.4586982727051
Mexico,1994,24.6012935638428
Mexico,1996,25.0708789825439
Mexico,1998,25.6432971954346
Mexico,2000,25.7561893463135
Mexico,2002,25.6713485717773
Mexico,2005,24.7010726928711
Mexico,2006,24.9176826477051
Mexico,2007,24.6430778503418
Mexico,2008,24.6253490447998
Mexico,2009,24.0370655059814
Mexico,2010,23.9746932983398
Mexico,2011,24.0740242004395
Mexico,2012,24.3528327941895
Mexico,2013,24.3585834503174
Mexico,2014,24.154239654541
Mexico,2015,24.3454418182373
Mexico,2016,24.5237731933594
Mexico,2017,24.5336399078369
Mexico,2018,24.6549053192139
Mexico,2019,24.6937637329102
Mexico,2020,22.2014980316162
Mexico,2021,23.3657169342041
Mexico,2022,24.2307624816895
Mexico,2023,24.4282684326172
Malaysia,2000,27.1668605804443
Malaysia,2010,26.1135063171387
Mozambique,2015,21.84055519104
Mozambique,2022,23.8068180084229
Namibia,2010,19.0772914886475
Namibia,2012,18.3154926300049
Namibia,2013,19.2265644073486
Namibia,2016,21.7390670776367
Namibia,2018,20.8787879943848
Niger,2014,26.990255355835
Niger,2019,26.4277458190918
Niger,2022,28.8189315795898
Nigeria,1993,28.0349826812744
Nigeria,2011,24.7612342834473
Nigeria,2019,26.9674530029297
