country,year,hours_worked
Belize,1994,23.1672916412354
Belize,1996,20.4352283477783
Belize,1997,22.3076229095459
Belize,1998,20.5205860137939
Belize,1999,22.1470546722412
Belize,2013,24.8056259155273
Belize,2014,26.0524806976318
Belize,2015,26.7110462188721
Belize,2016,26.9121971130371
Belize,2017,25.8430824279785
Belize,2018,26.7702503204346
Belize,2019,26.4120635986328
Canada,1976,20.177173614502
Canada,1977,20.0734100341797
Canada,1978,20.484691619873
Canada,1979,21.0017681121826
Canada,1980,20.8578262329102
Canada,1981,20.7748718261719
Canada,1982,19.7242584228516
Canada,1983,19.6381378173828
Canada,1984,19.9159698486328
Canada,1985,20.4153366088867
Canada,1986,20.7697601318359
Canada,1987,21.0014705657959
Canada,1988,21.725959777832
Canada,1989,22.2007446289063
Canada,1990,21.696418762207
Canada,1991,20.601432800293
Canada,1992,19.8107070922852
Canada,1993,19.9162139892578
Canada,1994,20.341480255127
Canada,1995,20.3024120330811
Canada,1996,20.3614749908447
Canada,1997,20.532018661499
Canada,1998,20.6185741424561
Canada,1999,21.0711917877197
Canada,2000,21.4627113342285
Canada,2001,21.0002555847168
Canada,2002,21.0560722351074
Canada,2003,20.92529296875
Canada,2004,21.1991767883301
Canada,2005,21.3591461181641
Canada,2006,21.2045612335205
Canada,2007,21.4352607727051
Canada,2008,21.2685050964355
Canada,2009,20.1268329620361
Canada,2010,20.3821887969971
Canada,2011,20.5268936157227
Canada,2012,20.6985950469971
Canada,2013,20.6199207305908
Canada,2014,20.2048892974854
Canada,2015,20.3718128204346
Canada,2016,20.2518711090088
Canada,2017,20.3065052032471
Canada,2018,20.6009082794189
Canada,2019,20.3806915283203
Canada,2020,18.2379837036133
Canada,2021,19.8326110839844
Canada,2022,20.2257614135742
Canada,2023,20.3750743865967
DR Congo,2005,25.9985122680664
DR Congo,2012,23.7260913848877
DR Congo,2020,20.8896713256836
Central African Republic,2008,24.9354457855225
Republic of the Congo,2005,22.2241916656494
Republic of the Congo,2011,23.8040447235107
Switzerland,1991,21.5544567108154
Switzerland,1992,21.3269119262695
Switzerland,1993,20.6234836578369
Switzerland,1994,20.5598297119141
Switzerland,1995,21.2178955078125
Switzerland,1996,22.4498500823975
Switzerland,1997,22.4638748168945
Switzerland,1998,23.0063304901123
Switzerland,1999,22.9599609375
Switzerland,2000,23.0215320587158
Switzerland,2001,22.9594440460205
Switzerland,2002,22.2776908874512
Switzerland,2003,22.1636486053467
Switzerland,2004,22.2916412353516
Switzerland,2005,22.1354312896729
Switzerland,2006,22.4360885620117
Switzerland,2007,22.3299312591553
Switzerland,2008,22.8043918609619
Switzerland,2009,22.1548919677734
Switzerland,2010,21.2535133361816
Switzerland,2011,21.3106632232666
Switzerland,2012,21.0688591003418
Switzerland,2013,20.8850231170654
Switzerland,2014,20.6685619354248
Switzerland,2015,20.894458770752
Switzerland,2016,21.2550449371338
Switzerland,2017,20.9649124145508
Switzerland,2018,20.9592838287354
Switzerland,2019,20.9076194763184
Switzerland,2020,19.9685897827148
Switzerland,2021,20.7300586700439
Switzerland,2022,21.1568431854248
Cote d'Ivoire,2002,33.7649841308594
Cote d'Ivoire,2012,32.4030418395996
Cote d'Ivoire,2019,25.7751293182373
Cote d'Ivoire,2022,27.6727561950684
Chile,1990,23.7329788208008
Chile,1992,25.2724933624268
Chile,1994,24.5970516204834
Chile,1996,24.6209392547607
Chile,1998,23.6446380615234
Chile,2000,24.0992202758789
Chile,2006,23.6100463867188
Chile,2009,21.5502262115479
Chile,2010,22.041187286377
Chile,2011,22.5966053009033
Chile,2012,22.493932723999
Chile,2013,22.54909324646
Chile,2014,22.257740020752
Chile,2015,22.3528079986572
Chile,2016,22.1031017303467
Chile,2018,22.003833770752
Chile,2019,21.7652263641357
Chile,2020,18.1247692108154
Chile,2021,19.563383102417
Chile,2022,21.1765441894531
Chile,2023,21.2769508361816
Cameroon,2005,36.2593193054199
Cameroon,2010,34.6069030761719
Cameroon,2014,31.2246856689453
China,2013,29.4824810028076
China,2018,29.9095153808594
Colombia,2000,26.4789848327637
Colombia,2001,27.0333461761475
Colombia,2003,27.812463760376
Colombia,2004,27.3376293182373
Colombia,2007,27.3422832489014
Colombia,2008,26.9218826293945
Colombia,2009,27.3912353515625
Colombia,2010,27.8505001068115
Colombia,2011,28.1924819946289
Colombia,2012,28.4369316101074
Colombia,2013,28.3919315338135
Colombia,2014,28.4874572753906
Colombia,2015,28.4796581268311
Colombia,2016,28.2069759368897
Colombia,2017,27.9269218444824
Colombia,2018,27.5847835540772
Colombia,2019,27.0071487426758
Colombia,2020,23.6404495239258
Colombia,2021,24.8914833068848
Colombia,2022,25.592227935791
Costa Rica,1984,21.541187286377
Costa Rica,1989,24.5179843902588
Costa Rica,1990,24.845495223999
Costa Rica,1991,23.3682899475098
Costa Rica,1992,24.3335952758789
Costa Rica,1993,24.7302207946777
Costa Rica,1994,25.0604629516602
Costa Rica,1995,24.8587284088135
Costa Rica,1996,24.1938591003418
Costa Rica,1997,24.9660835266113
Costa Rica,1998,25.6068305969238
Costa Rica,1999,25.5452613830566
Costa Rica,2000,24.8901100158691
Costa Rica,2001,26.7112197875977
Costa Rica,2002,26.3426284790039
Costa Rica,2003,26.2524185180664
Costa Rica,2004,25.930362701416
Costa Rica,2005,26.5468673706055
Costa Rica,2006,26.4650726318359
Costa Rica,2007,27.5146636962891
Costa Rica,2008,27.1962013244629
Costa Rica,2009,25.5906085968018
Costa Rica,2010,23.8845233917236
Costa Rica,2011,24.4223308563232
Costa Rica,2012,25.5308170318604
Costa Rica,2013,24.491849899292
Costa Rica,2014,24.3743534088135
Costa Rica,2015,24.1506786346436
Costa Rica,2016,23.5908641815186
Costa Rica,2017,23.4549198150635
Costa Rica,2018,23.4845218658447
Costa Rica,2019,23.1947689056397
Costa Rica,2020,19.0402812957764
Costa Rica,2021,21.2244491577148
Costa Rica,2022,22.8447113037109
Costa Rica,2023,21.9977741241455
Cabo Verde,2007,19.6863231658936
Cabo Verde,2009,21.7138118743897
Cabo Verde,2015,17.6032581329346
Cyprus,2000,21.8531951904297
Cyprus,2001,22.2487182617188
Cyprus,2002,22.3423461914063
Cyprus,2003,22.3586959838867
Cyprus,2004,22.3298416137695
Cyprus,2005,21.9138603210449
Cyprus,2006,22.1701583862305
Cyprus,2007,22.5768184661865
Cyprus,2008,22.5020942687988
Cyprus,2009,21.5460147857666
Cyprus,2010,21.6152935028076
Cyprus,2011,20.9819297790527
Cyprus,2012,20.1785507202148
Cyprus,2013,18.6701850891113
Cyprus,2014,18.7933673858643
Cyprus,2015,18.6109867095947
Cyprus,2016,18.9779167175293
Cyprus,2017,19.4700298309326
Cyprus,2018,20.3048229217529
Cyprus,2019,20.5748767852783
Cyprus,2020,18.5750770568848
Cyprus,2021,20.0882720947266
Cyprus,2022,20.9682655334473
Czech Republic,1993,23.3580760955811
Czech Republic,1994,23.4329586029053
Czech Republic,1995,23.7128162384033
Czech Republic,1996,23.7208690643311
Czech Republic,1997,23.3718376159668
Czech Republic,1998,22.9956722259522
Czech Republic,1999,22.5378932952881
Czech Republic,2000,22.3439178466797
Czech Republic,2001,21.3489570617676
Czech Republic,2002,21.2557888031006
Czech Republic,2003,20.945348739624
Czech Republic,2004,20.8866500854492
Czech Republic,2005,21.2010517120361
Czech Republic,2006,21.278205871582
Czech Republic,2007,21.3643321990967
Czech Republic,2008,21.5578556060791
Czech Republic,2009,20.5806407928467
Czech Republic,2010,20.4366130828857
Czech Republic,2011,20.2843360900879
Czech Republic,2012,20.0891761779785
Czech Republic,2013,19.9489498138428
Czech Republic,2014,20.2052707672119
Czech Republic,2015,20.3262481689453
Czech Republic,2016,20.9845237731934
Czech Republic,2017,20.9930629730225
Czech Republic,2018,21.2005386352539
Czech Republic,2019,21.1041584014893
Czech Republic,2020,19.5478229522705
Czech Republic,2021,20.309383392334
Czech Republic,2022,20.4042472839355
Czech Republic,2023,20.2024669647217
Germany,1983,19.5550689697266
Germany,1984,19.7594394683838
Germany,1985,19.7210502624512
Germany,1986,20.1707954406738
Germany,1987,19.7401657104492
Germany,1988,19.9988765716553
Germany,1989,20.0758190155029
Germany,1990,20.5424098968506
Germany,1991,20.7893619537354
Germany,1992,20.5243473052979
Germany,1993,20.0346050262451
Germany,1994,19.814697265625
Germany,1995,19.6163139343262
Germany,1996,19.4549617767334
Germany,1997,19.1162109375
Germany,1998,19.004810333252
Germany,1999,19.1849403381348
Germany,2000,19.076940536499
Germany,2001,19.0564613342285
Germany,2002,18.7678966522217
Germany,2003,18.2020072937012
Germany,2004,17.7964496612549
Germany,2005,17.5281352996826
Germany,2006,17.9182319641113
Germany,2007,18.1326465606689
Germany,2008,18.2725734710693
Germany,2009,17.8139705657959
Germany,2010,17.8663520812988
Germany,2011,18.1513957977295
Germany,2012,18.0422344207764
Germany,2013,17.9340839385986
Germany,2014,18.0198612213135
Germany,2015,17.9366912841797
Germany,2016,18.446533203125
Germany,2017,18.3004302978516
Germany,2018,18.3562126159668
Germany,2019,18.5299282073975
Germany,2020,17.3206253051758
Germany,2021,17.5491466522217
Germany,2022,17.8184242248535
Djibouti,2012,25.4316654205322
Denmark,1984,19.3190631866455
Denmark,1985,19.9589233398438
Denmark,1986,20.316822052002
Denmark,1987,19.9974842071533
Denmark,1988,20.3533592224121
Denmark,1989,20.5402374267578
Denmark,1990,20.5423641204834
Denmark,1991,19.7438182830811
Denmark,1992,20.1527843475342
Denmark,1993,19.2778472900391
Denmark,1994,19.35715675354
Denmark,1995,18.5927772521973
Denmark,1996,18.8541240692139
Denmark,1997,19.8789138793945
Denmark,1998,18.9027061462402
Denmark,1999,20.4410495758057
Denmark,2000,19.2645492553711
Denmark,2001,19.9247570037842
Denmark,2002,20.3682556152344
Denmark,2003,19.487117767334
Denmark,2004,19.370548248291
Denmark,2005,19.3464298248291
Denmark,2006,19.219705581665
Denmark,2007,19.2708854675293
Denmark,2008,19.0511856079102
Denmark,2009,18.0290298461914
Denmark,2010,17.7162780761719
Denmark,2011,17.7469596862793
Denmark,2012,17.4848861694336
Denmark,2013,17.3417816162109
Denmark,2014,17.2924327850342
Denmark,2015,17.4350337982178
Denmark,2016,17.4283351898193
Denmark,2017,17.3962955474854
Denmark,2018,17.6929244995117
Denmark,2019,17.638744354248
Denmark,2020,17.07692527771
Denmark,2021,17.7751026153564
Denmark,2022,17.8923511505127
Dominican Republic,1996,22.2652072906494
Dominican Republic,1997,22.8725109100342
Dominican Republic,2000,24.3644866943359
Dominican Republic,2001,23.3810482025147
Dominican Republic,2002,23.0884437561035
Dominican Republic,2003,22.6834526062012
Dominican Republic,2004,22.9599266052246
Dominican Republic,2005,22.6501331329346
Dominican Republic,2006,22.9983806610107
Dominican Republic,2007,23.0082569122314
Dominican Republic,2008,23.0071201324463
Dominican Republic,2009,22.2498512268066
Dominican Republic,2010,22.5543804168701
Dominican Republic,2011,22.8797836303711
Dominican Republic,2012,23.3839454650879
Dominican Republic,2013,23.1847972869873
Dominican Republic,2014,23.6204586029053
Dominican Republic,2015,23.7208614349365
Dominican Republic,2016,23.9514350891113
Dominican Republic,2017,24.045072555542
Dominican Republic,2018,24.3493423461914
Dominican Republic,2019,24.379940032959
Dominican Republic,2020,19.6654968261719
Dominican Republic,2021,23.0141448974609
Dominican Republic,2022,24.125280380249
Dominican Republic,2023,24.2008419036865
Ecuador,1994,27.1208896636963
Ecuador,1997,27.063814163208
Ecuador,1999,26.7036018371582
Ecuador,2000,27.0496997833252
Ecuador,2001,29.4328079223633
Ecuador,2003,26.5070514678955
Ecuador,2004,27.1090354919434
Ecuador,2005,27.2327480316162
Ecuador,2006,27.4644622802734
Ecuador,2007,27.0672397613525
Ecuador,2008,26.9672012329102
Ecuador,2009,25.4294471740723
Ecuador,2010,24.761568069458
Ecuador,2011,24.5634212493897
Ecuador,2012,24.3444385528565
Ecuador,2013,23.9668350219727
Ecuador,2014,23.624137878418
Ecuador,2015,24.2875690460205
Ecuador,2016,23.7798576354981
Ecuador,2017,23.998836517334
Ecuador,2018,23.7563438415527
Ecuador,2019,22.9478492736816
Ecuador,2020,17.5746841430664
Ecuador,2021,21.2287635803223
Ecuador,2022,21.1722297668457
Ecuador,2023,21.36279296875
Estonia,1997,23.4885673522949
Estonia,1998,21.7476367950439
Estonia,1999,20.3746604919434
Estonia,2000,19.3329601287842
Estonia,2001,19.3681144714355
Estonia,2002,20.1227798461914
Estonia,2003,20.0457973480225
Estonia,2004,20.7541122436523
Estonia,2005,20.8727283477783
Estonia,2006,21.9758777618408
Estonia,2007,22.1786479949951
Estonia,2008,21.85129737854
Estonia,2009,18.4482822418213
Estonia,2010,18.1822528839111
Estonia,2011,19.8264827728272
Estonia,2012,20.0178050994873
Estonia,2013,20.0960559844971
Estonia,2014,20.2531242370605
Estonia,2015,20.7297954559326
Estonia,2016,20.9853572845459
Estonia,2017,21.3323802947998
Estonia,2018,21.1310863494873
Estonia,2019,20.9982299804688
Estonia,2020,19.8008995056152
Estonia,2021,19.8920154571533
Estonia,2022,20.433443069458
Egypt,2008,19.9167633056641
Egypt,2009,20.3561611175537
Egypt,2010,21.1248931884766
Egypt,2011,19.614782333374
Egypt,2012,19.4211044311523
Egypt,2013,19.3250064849854
Egypt,2015,19.106725692749
Egypt,2016,17.6615772247314
Egypt,2017,17.5134391784668
Egypt,2018,17.7852096557617
Egypt,2019,17.9804382324219
Egypt,2020,15.5085020065308
Egypt,2021,17.0369319915772
Egypt,2022,18.1533908843994
Egypt,2023,17.9894046783447
Spain,1986,14.2168855667114
Spain,1987,14.6149864196777
Spain,1988,14.5363130569458
Spain,1989,14.9507074356079
Spain,1990,15.2387495040894
Spain,1991,14.961817741394
Spain,1992,15.2321557998657
Spain,1993,14.6083717346191
Spain,1994,14.2856330871582
Spain,1995,14.3477897644043
Spain,1996,14.3726387023926
Spain,1997,14.9057445526123
Spain,1998,15.478874206543
Spain,1999,16.7429103851318
Spain,2000,16.9701728820801
Spain,2001,17.3377456665039
Spain,2002,17.899133682251
Spain,2003,17.7718639373779
Spain,2004,18.3456153869629
Spain,2005,19.3852424621582
Spain,2006,20.1870193481445
Spain,2007,19.940673828125
Spain,2008,19.4549541473389
Spain,2009,17.7650985717773
Spain,2010,17.290210723877
Spain,2011,17.0421867370605
Spain,2012,16.3801326751709
Spain,2013,15.9199075698853
Spain,2014,16.4307346343994
Spain,2015,17.0123596191406
Spain,2016,17.3909816741943
Spain,2017,17.6422595977783
Spain,2018,18.1488285064697
Spain,2019,18.1827793121338
Spain,2020,15.555477142334
Spain,2021,16.3017845153809
Spain,2022,16.6656532287598
Ethiopia,1999,18.3704128265381
Ethiopia,2005,24.7160530090332
Ethiopia,2013,24.4945831298828
Ethiopia,2021,19.5610389709473
Finland,1995,15.7080736160278
Finland,1996,17.2839317321777
Finland,1997,18.8109607696533
Finland,1998,18.1768798828125
Finland,1999,18.6861515045166
Finland,2000,18.364818572998
Finland,2001,18.341438293457
Finland,2002,18.5230617523193
Finland,2003,17.9089527130127
Finland,2004,18.0113506317139
Finland,2005,18.2948169708252
Finland,2006,17.9491100311279
Finland,2007,17.917516708374
Finland,2008,18.1829299926758
Finland,2009,17.0437450408936
Finland,2010,16.9894599914551
Finland,2011,17.2536869049072
Finland,2012,17.0052146911621
Finland,2013,16.7678489685059
Finland,2014,16.563419342041
Finland,2015,16.4194469451904
Finland,2016,16.7216911315918
Finland,2017,16.634241104126
Finland,2018,17.0161647796631
Finland,2019,17.0617713928223
Finland,2020,16.557804107666
Finland,2021,16.7976093292236
Finland,2022,16.9732990264893
France,1968,24.4959087371826
France,1969,24.0025463104248
France,1970,23.4520168304443
France,1971,23.1695423126221
France,1972,23.2696380615234
France,1973,23.1442012786865
France,1974,23.01979637146
France,1975,21.8054866790771
France,1976,21.7480087280273
France,1977,21.7229881286621
France,1978,21.3521404266357
France,1979,21.1443901062012
France,1980,21.0654182434082
France,1981,20.5614566802979
France,1982,19.5246601104736
France,1983,19.8803195953369
France,1984,19.5760917663574
France,1985,19.2393741607666
France,1986,19.0634460449219
France,1987,18.7182464599609
France,1988,18.98313331604
France,1989,19.2045421600342
France,1990,18.7471294403076
France,1991,18.1950836181641
France,1992,17.8953113555908
France,1993,17.4614372253418
France,1994,17.2622776031494
France,1995,17.2447204589844
France,1996,17.0812892913818
France,1997,17.595682144165
France,1998,17.5125598907471
France,1999,17.8680744171143
France,2000,17.5269508361816
France,2001,17.872953414917
France,2002,17.7341270446777
France,2003,16.8434829711914
France,2004,16.6666946411133
France,2005,16.326717376709
France,2006,16.2668056488037
France,2007,16.5525703430176
France,2008,16.4178619384766
France,2009,15.9320220947266
France,2010,16.2985458374023
France,2011,16.1881065368652
France,2012,16.115306854248
France,2013,15.7619285583496
France,2014,15.5208711624146
France,2015,15.4233255386353
France,2016,15.7857732772827
France,2017,15.6136178970337
France,2018,15.7056703567505
