country,region,year,hours_worked,hours_worked_men,hours_worked_women,hours_worker,hours_worker_men,hours_worker_women
United Arab Emirates,Middle East and North Africa,2017,44.0715446472168,49.0291328430176,31.9637489318848,55.9386672973633,53.6018371582031,65.1596908569336
United Arab Emirates,Middle East and North Africa,2018,40.9444541931152,47.1642265319824,26.3811283111572,51.696907043457,51.3564453125,53.1724739074707
United Arab Emirates,Middle East and North Africa,2019,40.8200645446777,47.3120269775391,28.4564514160156,52.1126022338867,52.0931129455567,52.1744079589844
United Arab Emirates,Middle East and North Africa,2022,37.8890914916992,44.4921340942383,25.8204784393311,50.4138946533203,50.4727325439453,50.2277297973633
United Arab Emirates,Middle East and North Africa,2023,37.1201820373535,43.2248649597168,25.2657432556152,48.3545989990234,48.3272819519043,48.4455718994141
Afghanistan,Middle East and North Africa,2007,22.5585155487061,31.8317966461182,13.0551443099976,36.5384750366211,39.6569023132324,30.488245010376
Afghanistan,Middle East and North Africa,2008,22.0880336761475,31.0533542633057,12.7857265472412,35.806282043457,38.8846969604492,29.85085105896
Afghanistan,Middle East and North Africa,2011,20.1555728912354,35.1607475280762,4.67755222320557,42.8594207763672,45.4403953552246,29.7550563812256
Afghanistan,Middle East and North Africa,2012,19.5226097106934,34.0797462463379,4.55384683609009,42.291633605957,44.8423919677734,29.4155178070068
Afghanistan,Middle East and North Africa,2013,16.4056434631348,27.7097129821777,5.00564098358154,37.4306678771973,41.1547050476074,24.868070602417
Afghanistan,Middle East and North Africa,2014,17.9549884796143,29.927375793457,5.71975898742676,37.6956596374512,41.8387985229492,24.6785507202148
Afghanistan,Middle East and North Africa,2017,15.9496545791626,27.962043762207,3.84773254394531,37.9621620178223,42.6401290893555,21.1394939422607
Afghanistan,Middle East and North Africa,2020,15.4331283569336,27.6285018920898,3.32555174827576,42.0402297973633,46.1581573486328,24.2220134735107
Afghanistan,Middle East and North Africa,2021,18.1748447418213,29.8170146942139,5.44759941101074,38.7475662231445,41.0969047546387,24.7457847595215
Albania,Eastern Europe and ex-USSR,2002,18.7998638153076,22.8192749023438,14.7727432250977,37.7580833435059,40.8012275695801,33.8311614990234
Albania,Eastern Europe and ex-USSR,2005,20.6972332000732,25.7649841308594,15.6398763656616,43.6423301696777,46.6277542114258,39.4869346618652
Albania,Eastern Europe and ex-USSR,2007,18.5158252716064,24.569766998291,12.6543207168579,45.218132019043,47.6718215942383,41.228874206543
Albania,Eastern Europe and ex-USSR,2008,19.6763610839844,24.7128410339356,15.0809955596924,42.5477066040039,45.9710998535156,38.2841873168945
Albania,Eastern Europe and ex-USSR,2009,20.1562080383301,25.9047012329102,14.9076118469238,42.4581298828125,45.5669746398926,38.3108520507813
Albania,Eastern Europe and ex-USSR,2010,19.4849319458008,24.5756359100342,14.6436605453491,41.0848731994629,44.0213317871094,37.1317291259766
Albania,Eastern Europe and ex-USSR,2011,18.6523838043213,22.1882019042969,15.1911945343018,35.9686012268066,37.8775749206543,33.5562171936035
Albania,Eastern Europe and ex-USSR,2012,19.6142807006836,23.1399154663086,16.1577663421631,39.7281799316406,41.6101226806641,37.3760490417481
Albania,Eastern Europe and ex-USSR,2013,18.1255397796631,21.9759464263916,14.6055183410645,41.0996208190918,43.3316802978516,38.3948249816895
Albania,Eastern Europe and ex-USSR,2014,16.5450000762939,20.2638721466064,13.0110702514648,37.7954254150391,39.940731048584,35.0163345336914
Albania,Eastern Europe and ex-USSR,2015,17.575590133667,21.3954067230225,13.8430137634277,38.2449035644531,40.3051490783691,35.5103149414063
Albania,Eastern Europe and ex-USSR,2016,19.354341506958,22.5858707427979,16.115743637085,39.924430847168,41.5168685913086,37.8874702453613
Albania,Eastern Europe and ex-USSR,2017,20.2670097351074,23.9580516815186,16.5670127868652,40.4112319946289,42.0932083129883,38.1999015808105
Albania,Eastern Europe and ex-USSR,2018,21.3147411346436,25.2721729278565,17.4347915649414,40.9897422790527,42.9008674621582,38.5526847839355
Albania,Eastern Europe and ex-USSR,2019,22.2498207092285,26.1733932495117,18.4265270233154,41.6726036071777,43.5768623352051,39.2968215942383
Albania,Eastern Europe and ex-USSR,2020,20.5941200256348,24.2452430725098,17.0516986846924,39.258716583252,41.0322456359863,37.0509185791016
