year,edition,idno,cntry,gndr,yrbrn,agea,eisced,edlvdfr,ppltrst,trstplt,pplfair,pplhlp,ecohenv,scnsenv,stflife,stfdem,trstprl,education
2016,2.3,1261,FR,2,1936,80,1,2,0,3,10,8,,,7,3,5,High school diploma or less
2016,2.3,1262,FR,2,1933,83,2,5,6,0,6,6,,,8,1,1,High school diploma or less
2016,2.3,1263,FR,2,1932,84,1,3,5,0,8,8,,,8,0,3,High school diploma or less
2016,2.3,1264,FR,2,1943,73,3,7,7,2,7,8,,,6,5,4,High school diploma or less
2016,2.3,1266,FR,2,1963,53,3,7,0,0,0,0,,,0,0,0,High school diploma or less
2016,2.3,1269,FR,2,1945,71,1,2,3,2,7,4,,,3,2,2,High school diploma or less
2016,2.3,1270,FR,2,1972,44,4,10,5,0,6,0,,,6,3,1,High school diploma or less
2016,2.3,1271,FR,1,1983,33,3,7,4,4,8,5,,,3,4,5,High school diploma or less
2016,2.3,1272,FR,1,1946,70,7,25,4,1,6,5,,,8,3,3,Masters degree or more
2016,2.3,1273,FR,2,1982,34,1,4,5,4,8,2,,,8,88,5,High school diploma or less
2016,2.3,1276,FR,2,1967,49,3,7,5,2,8,2,,,6,2,2,High school diploma or less
2016,2.3,1282,FR,1,1979,38,7,24,7,4,7,7,,,9,5,5,Masters degree or more
2016,2.3,1283,FR,2,1934,82,5,16,5,5,7,9,,,5,4,5,"Short-cycle tertiary (BTS, DUT)"
2016,2.3,1285,FR,2,1951,65,1,3,3,2,8,5,,,5,2,3,High school diploma or less
2016,2.3,1286,FR,1,1964,52,4,10,4,0,5,5,,,6,5,2,High school diploma or less
2016,2.3,1287,FR,1,1968,49,4,10,3,5,5,5,,,5,8,3,High school diploma or less
2016,2.3,1291,FR,2,1976,41,3,7,5,5,5,7,,,5,5,2,High school diploma or less
2016,2.3,1292,FR,2,1944,72,2,6,3,3,5,4,,,5,5,4,High school diploma or less
2016,2.3,1294,FR,1,1956,60,4,10,7,5,7,5,,,8,4,7,High school diploma or less
2016,2.3,1302,FR,1,1958,58,3,7,7,3,7,7,,,8,3,3,High school diploma or less
2016,2.3,1307,FR,1,1992,24,6,17,8,5,7,7,,,8,7,5,"Undergraduate degree (licence, licence pro)"
2016,2.3,1308,FR,2,1953,63,4,11,6,2,7,3,,,6,3,5,High school diploma or less
2016,2.3,1310,FR,2,1955,61,1,3,1,2,5,5,,,6,4,3,High school diploma or less
2016,2.3,1311,FR,2,1967,49,3,7,7,5,7,9,,,8,4,7,High school diploma or less
2016,2.3,1312,FR,2,1952,64,1,3,7,2,8,7,,,8,3,3,High school diploma or less
2016,2.3,1316,FR,2,1980,36,4,11,6,1,5,7,,,7,3,3,High school diploma or less
2016,2.3,1319,FR,2,1974,43,7,22,2,0,10,7,,,5,0,0,Masters degree or more
2016,2.3,1320,FR,2,1955,61,1,4,0,5,7,3,,,2,5,4,High school diploma or less
2016,2.3,1321,FR,2,1964,52,4,11,2,0,8,2,,,10,1,2,High school diploma or less
2016,2.3,1322,FR,1,1981,35,3,7,5,5,7,10,,,7,5,5,High school diploma or less
2016,2.3,1323,FR,2,1958,58,2,6,2,3,2,2,,,0,1,5,High school diploma or less
2016,2.3,1327,FR,2,1928,88,1,3,9,8,8,9,,,9,5,9,High school diploma or less
2016,2.3,1328,FR,2,1939,77,1,2,5,2,7,7,,,8,3,5,High school diploma or less
2016,2.3,1329,FR,2,1947,69,2,5,5,7,8,3,,,8,5,5,High school diploma or less
2016,2.3,1330,FR,2,1948,68,2,5,8,7,2,8,,,5,4,6,High school diploma or less
2016,2.3,1332,FR,1,1958,58,5,15,4,0,4,0,,,8,0,0,"Short-cycle tertiary (BTS, DUT)"
2016,2.3,1333,FR,1,1980,37,3,7,6,3,5,4,,,8,6,4,High school diploma or less
2016,2.3,1335,FR,2,1952,64,1,3,4,3,8,6,,,6,88,3,High school diploma or less
2016,2.3,1340,FR,1,1975,42,4,9,2,1,3,1,,,7,7,5,High school diploma or less
2016,2.3,1341,FR,2,1976,40,3,7,7,2,6,8,,,7,2,4,High school diploma or less
2016,2.3,1343,FR,1,1951,65,1,4,4,3,6,4,,,9,2,3,High school diploma or less
2016,2.3,1344,FR,2,1941,75,6,18,3,5,7,5,,,3,5,7,"Undergraduate degree (licence, licence pro)"
2016,2.3,1345,FR,2,1947,70,1,3,5,0,3,2,,,2,0,0,High school diploma or less
2016,2.3,1346,FR,2,1990,27,5,16,4,3,7,5,,,8,7,5,"Short-cycle tertiary (BTS, DUT)"
2016,2.3,1347,FR,1,1992,24,5,15,5,3,5,2,,,5,1,4,"Short-cycle tertiary (BTS, DUT)"
2016,2.3,1351,FR,2,1963,53,3,7,5,7,7,8,,,8,4,5,High school diploma or less
2016,2.3,1354,FR,1,1930,87,4,11,0,0,0,0,,,6,0,4,High school diploma or less
2016,2.3,1355,FR,2,1958,58,5,15,5,5,5,5,,,8,5,5,"Short-cycle tertiary (BTS, DUT)"
2016,2.3,1356,FR,1,1964,52,4,10,5,4,7,5,,,4,5,4,High school diploma or less
2016,2.3,1357,FR,2,1967,50,7,21,6,2,7,3,,,8,3,3,Masters degree or more
2016,2.3,1358,FR,1,1958,59,2,5,6,2,2,6,,,6,7,7,High school diploma or less
2016,2.3,1360,FR,1,1984,33,3,7,0,0,4,5,,,10,4,0,High school diploma or less
2016,2.3,1361,FR,1,1959,58,3,7,7,5,7,6,,,7,6,4,High school diploma or less
2016,2.3,1364,FR,2,1935,82,1,3,4,5,10,10,,,8,0,5,High school diploma or less
2016,2.3,1367,FR,1,1949,67,1,2,5,2,3,1,,,3,2,3,High school diploma or less
2016,2.3,1369,FR,1,1973,43,2,5,5,0,7,2,,,4,3,2,High school diploma or less
2016,2.3,1374,FR,2,1948,68,1,3,3,5,7,5,,,8,4,3,High school diploma or less
2016,2.3,1375,FR,1,2000,17,2,6,5,5,4,6,,,9,7,7,High school diploma or less
2016,2.3,1376,FR,2,1970,47,7,22,9,5,9,8,,,10,7,6,Masters degree or more
2016,2.3,1377,FR,2,1961,55,4,11,5,4,7,5,,,8,3,5,High school diploma or less
2016,2.3,1378,FR,1,1964,53,3,7,4,1,4,3,,,4,1,1,High school diploma or less
2016,2.3,1382,FR,1,1943,73,3,7,7,7,8,8,,,10,3,8,High school diploma or less
2016,2.3,1383,FR,2,1953,63,3,7,6,2,6,7,,,7,4,4,High school diploma or less
2016,2.3,1384,FR,1,1950,66,5,15,9,4,5,4,,,3,5,5,"Short-cycle tertiary (BTS, DUT)"
2016,2.3,1387,FR,2,1948,68,6,18,7,5,5,6,,,5,6,8,"Undergraduate degree (licence, licence pro)"
2016,2.3,1390,FR,2,1944,72,4,10,6,4,7,6,,,8,3,4,High school diploma or less
2016,2.3,1395,FR,2,1986,30,5,14,3,0,8,2,,,3,0,5,"Short-cycle tertiary (BTS, DUT)"
2016,2.3,1397,FR,1,1953,64,1,3,9,0,9,0,,,0,0,0,High school diploma or less
2016,2.3,1403,FR,1,1994,22,4,10,2,5,5,3,,,7,8,5,High school diploma or less
2016,2.3,1410,FR,2,1984,32,5,16,6,2,5,4,,,5,88,6,"Short-cycle tertiary (BTS, DUT)"
2016,2.3,1418,FR,1,1935,81,1,3,8,6,9,7,,,8,4,6,High school diploma or less
2016,2.3,1421,FR,2,1975,41,2,6,4,2,2,4,,,3,2,5,High school diploma or less
2016,2.3,1426,FR,1,1987,30,6,17,4,4,2,4,,,9,5,6,"Undergraduate degree (licence, licence pro)"
2016,2.3,1427,FR,2,1955,61,2,5,6,6,7,5,,,7,6,4,High school diploma or less
2016,2.3,1430,FR,1,1936,80,1,2,4,0,8,9,,,8,0,0,High school diploma or less
2016,2.3,1431,FR,2,1969,47,5,14,4,2,6,7,,,3,6,7,"Short-cycle tertiary (BTS, DUT)"
2016,2.3,1432,FR,1,1964,52,7,21,9,3,7,6,,,7,8,8,Masters degree or more
2016,2.3,1434,FR,2,1996,20,6,18,5,2,8,6,,,9,5,4,"Undergraduate degree (licence, licence pro)"
2016,2.3,1437,FR,1,1986,30,7,26,8,3,7,8,,,8,9,7,Masters degree or more
2016,2.3,1438,FR,2,1958,58,7,21,6,6,7,6,,,7,5,6,Masters degree or more
2016,2.3,1442,FR,2,1994,22,7,20,5,2,10,10,,,10,2,2,Masters degree or more
2016,2.3,1444,FR,1,1988,29,7,22,7,5,7,5,,,8,3,8,Masters degree or more
2016,2.3,1445,FR,2,1959,58,1,3,5,5,5,5,,,7,5,5,High school diploma or less
2016,2.3,1446,FR,1,1988,29,6,18,6,3,7,4,,,7,2,4,"Undergraduate degree (licence, licence pro)"
2016,2.3,1448,FR,1,1973,44,4,11,5,4,6,3,,,9,4,4,High school diploma or less
2016,2.3,1449,FR,2,1946,70,5,16,2,0,8,7,,,4,2,2,"Short-cycle tertiary (BTS, DUT)"
2016,2.3,1453,FR,2,1934,83,1,2,5,5,5,5,,,7,8,6,High school diploma or less
2016,2.3,1456,FR,2,1940,77,5,12,6,5,10,5,,,7,7,6,High school diploma or less
2016,2.3,1459,FR,2,1969,48,3,7,4,2,4,5,,,6,2,3,High school diploma or less
2016,2.3,1462,FR,1,1971,46,7,22,8,3,8,6,,,8,4,6,Masters degree or more
2016,2.3,1469,FR,2,1991,26,7,20,6,0,6,5,,,7,6,2,Masters degree or more
2016,2.3,1471,FR,2,1934,82,6,17,5,1,5,4,,,7,4,3,"Undergraduate degree (licence, licence pro)"
2016,2.3,1473,FR,2,1955,62,7,20,8,6,9,9,,,8,8,7,Masters degree or more
2016,2.3,1476,FR,2,1970,47,3,8,7,6,7,7,,,3,6,6,High school diploma or less
2016,2.3,1482,FR,1,1985,32,6,18,6,5,6,5,,,5,5,6,"Undergraduate degree (licence, licence pro)"
2016,2.3,1487,FR,2,1992,25,7,22,5,1,7,5,,,10,5,2,Masters degree or more
2016,2.3,1492,FR,2,1999,17,3,7,2,2,5,3,,,5,5,3,High school diploma or less
2016,2.3,1500,FR,1,1989,28,7,22,5,3,5,6,,,6,6,5,Masters degree or more
2016,2.3,1502,FR,2,1994,23,7,20,3,3,4,5,,,7,3,7,Masters degree or more
2016,2.3,1504,FR,1,1983,34,7,26,5,6,6,6,,,10,5,6,Masters degree or more
2016,2.3,1516,FR,1,1984,32,4,10,5,0,7,5,,,6,0,0,High school diploma or less
2016,2.3,1517,FR,1,1941,75,7,26,5,5,4,6,,,8,5,5,Masters degree or more
2016,2.3,1523,FR,2,1933,83,1,3,7,3,7,8,,,0,9,6,High school diploma or less
2016,2.3,1531,FR,1,1958,58,3,7,5,3,5,7,,,7,6,5,High school diploma or less
2016,2.3,1533,FR,1,1995,22,3,7,1,1,3,3,,,7,4,3,High school diploma or less
2016,2.3,1538,FR,2,1952,64,6,18,7,6,7,6,,,8,7,7,"Undergraduate degree (licence, licence pro)"
2016,2.3,1539,FR,1,1939,77,3,7,4,4,5,5,,,6,5,4,High school diploma or less
2016,2.3,1540,FR,2,1983,33,3,7,5,2,5,3,,,6,8,3,High school diploma or less
2016,2.3,1541,FR,2,1989,27,3,7,4,0,9,5,,,8,8,3,High school diploma or less
2016,2.3,1543,FR,2,1924,93,2,5,0,0,5,6,,,3,3,88,High school diploma or less
2016,2.3,1545,FR,2,1975,41,7,24,7,6,6,4,,,7,8,7,Masters degree or more
2016,2.3,1546,FR,1,1995,21,2,6,3,5,6,5,,,7,5,6,High school diploma or less
2016,2.3,1550,FR,2,1984,32,7,19,4,3,7,6,,,9,6,6,Masters degree or more
2016,2.3,1551,FR,2,1992,25,5,15,7,9,8,8,,,10,10,8,"Short-cycle tertiary (BTS, DUT)"
2016,2.3,1552,FR,2,1955,61,1,3,5,5,6,7,,,4,4,7,High school diploma or less
2016,2.3,1554,FR,2,1964,52,3,7,4,3,5,5,,,7,2,4,High school diploma or less
2016,2.3,1555,FR,2,1929,88,1,3,5,2,3,5,,,5,5,3,High school diploma or less
2016,2.3,1564,FR,1,1966,51,7,21,2,0,5,4,,,5,0,0,Masters degree or more
2016,2.3,1566,FR,1,1954,62,3,7,9,4,5,8,,,6,6,7,High school diploma or less
2016,2.3,1568,FR,2,1945,71,5,13,3,5,5,8,,,5,5,7,"Short-cycle tertiary (BTS, DUT)"
2016,2.3,1572,FR,2,1943,73,4,11,6,4,8,6,,,8,3,2,High school diploma or less
2016,2.3,1573,FR,1,1950,66,7,20,6,2,7,5,,,6,5,5,Masters degree or more
2016,2.3,1574,FR,2,1955,61,2,5,7,5,7,3,,,4,3,5,High school diploma or less
2016,2.3,1575,FR,2,1930,86,1,4,5,5,7,10,,,10,5,5,High school diploma or less
2016,2.3,1576,FR,1,1976,40,7,20,5,0,8,8,,,8,8,6,Masters degree or more
2016,2.3,1577,FR,2,2000,16,2,6,6,1,9,2,,,9,6,3,High school diploma or less
2016,2.3,1580,FR,2,1936,80,1,3,1,4,8,8,,,7,5,88,High school diploma or less
2016,2.3,1581,FR,2,1974,43,3,7,3,0,6,5,,,3,4,3,High school diploma or less
2016,2.3,1583,FR,2,1951,66,5,12,5,2,6,6,,,6,5,4,High school diploma or less
2016,2.3,1584,FR,1,1992,25,7,24,4,7,6,6,,,10,6,8,Masters degree or more
2016,2.3,1585,FR,1,1987,30,7,25,8,4,8,6,,,8,9,7,Masters degree or more
2016,2.3,1587,FR,2,1984,32,7,24,7,6,8,7,,,7,7,6,Masters degree or more
2016,2.3,1588,FR,1,2001,16,1,4,7,3,6,4,,,7,6,3,High school diploma or less
2016,2.3,1590,FR,1,1948,68,1,3,8,5,4,8,,,6,8,7,High school diploma or less
2016,2.3,1595,FR,1,1988,28,4,11,4,2,4,2,,,5,6,6,High school diploma or less
2016,2.3,1596,FR,2,1992,24,7,24,4,0,2,5,,,9,0,8,Masters degree or more
2016,2.3,1599,FR,2,1948,68,4,10,3,5,8,7,,,6,5,5,High school diploma or less
2016,2.3,1601,FR,2,1957,59,7,21,5,4,5,6,,,8,6,4,Masters degree or more
2016,2.3,1602,FR,1,1991,26,4,9,0,2,5,7,,,8,9,5,High school diploma or less
2016,2.3,1603,FR,1,1952,65,7,21,5,4,5,2,,,3,2,3,Masters degree or more
2016,2.3,1605,FR,1,1949,67,3,7,10,0,8,7,,,8,0,3,High school diploma or less
2016,2.3,1608,FR,2,1986,31,5,15,2,0,7,5,,,5,0,2,"Short-cycle tertiary (BTS, DUT)"
2016,2.3,1609,FR,2,1937,79,1,3,4,3,10,5,,,8,9,2,High school diploma or less
2016,2.3,1610,FR,2,1949,67,5,15,4,5,8,5,,,88,0,0,"Short-cycle tertiary (BTS, DUT)"
2016,2.3,1614,FR,1,1964,52,3,7,6,3,8,4,,,8,7,3,High school diploma or less
2016,2.3,1615,FR,2,1963,53,1,4,3,0,4,5,,,3,2,0,High school diploma or less
2016,2.3,1622,FR,1,1996,20,7,20,6,4,4,3,,,10,9,6,Masters degree or more
2016,2.3,1624,FR,1,1929,87,4,11,3,3,5,2,,,7,7,5,High school diploma or less
2016,2.3,1628,FR,2,1956,60,4,11,5,4,7,4,,,10,3,5,High school diploma or less
2016,2.3,1629,FR,1,1947,69,1,3,2,3,3,5,,,9,3,2,High school diploma or less
2016,2.3,1632,FR,1,1936,80,1,3,5,0,7,5,,,5,7,0,High school diploma or less
2016,2.3,1634,FR,1,1949,67,3,7,5,4,7,5,,,7,7,6,High school diploma or less
2016,2.3,1635,FR,1,1945,72,1,2,3,6,5,2,,,7,6,6,High school diploma or less
2016,2.3,1638,FR,2,1945,71,1,3,4,5,5,3,,,8,5,88,High school diploma or less
2016,2.3,1642,FR,1,1948,68,1,2,3,0,4,6,,,8,2,0,High school diploma or less
2016,2.3,1644,FR,1,1963,53,4,10,7,2,5,2,,,9,4,4,High school diploma or less
2016,2.3,1646,FR,2,1954,62,2,5,3,6,6,5,,,7,6,5,High school diploma or less
2016,2.3,1654,FR,2,1948,68,3,7,8,5,10,10,,,10,7,3,High school diploma or less
2016,2.3,1655,FR,1,1965,52,5,15,5,1,9,4,,,9,1,3,"Short-cycle tertiary (BTS, DUT)"
2016,2.3,1657,FR,1,1993,24,5,15,7,3,8,4,,,8,4,5,"Short-cycle tertiary (BTS, DUT)"
2016,2.3,1659,FR,2,1965,52,3,7,7,2,5,7,,,5,2,7,High school diploma or less
2016,2.3,1661,FR,2,1962,54,1,3,3,1,5,5,,,10,2,3,High school diploma or less
2016,2.3,1662,FR,2,1980,36,7,21,8,7,8,5,,,8,6,8,Masters degree or more
2016,2.3,1664,FR,2,1976,40,4,11,7,4,7,5,,,8,6,5,High school diploma or less
2016,2.3,1665,FR,1,1998,19,4,11,4,1,5,2,,,7,4,1,High school diploma or less
2016,2.3,1666,FR,2,2001,15,2,5,5,3,8,5,,,8,5,5,High school diploma or less
2016,2.3,1667,FR,2,1992,25,4,10,2,3,4,5,,,5,4,3,High school diploma or less
2016,2.3,1671,FR,2,1954,62,5,16,8,2,8,8,,,6,5,4,"Short-cycle tertiary (BTS, DUT)"
2016,2.3,1673,FR,1,1929,87,6,18,5,4,7,5,,,2,4,5,"Undergraduate degree (licence, licence pro)"
2016,2.3,1676,FR,2,1959,58,5,15,2,1,2,2,,,5,1,3,"Short-cycle tertiary (BTS, DUT)"
2016,2.3,1678,FR,1,1956,61,2,5,5,6,7,3,,,2,2,4,High school diploma or less
2016,2.3,1680,FR,2,1950,67,1,3,7,4,5,3,,,4,3,4,High school diploma or less
2016,2.3,1681,FR,1,1946,70,5,14,5,5,6,4,,,6,6,7,"Short-cycle tertiary (BTS, DUT)"
2016,2.3,1682,FR,2,1947,69,3,7,8,4,8,5,,,8,6,6,High school diploma or less
2016,2.3,1683,FR,2,1981,35,2,5,4,5,5,5,,,7,5,5,High school diploma or less
2016,2.3,1684,FR,1,1989,28,5,15,0,2,3,3,,,7,5,5,"Short-cycle tertiary (BTS, DUT)"
2016,2.3,1685,FR,1,1982,35,7,22,5,3,7,3,,,8,5,5,Masters degree or more
2016,2.3,1695,FR,2,1977,40,7,20,1,0,1,1,,,3,1,2,Masters degree or more
2016,2.3,1696,FR,1,1972,44,5,15,5,4,6,4,,,6,7,7,"Short-cycle tertiary (BTS, DUT)"
2016,2.3,1700,FR,1,1985,31,3,7,2,0,9,9,,,9,0,4,High school diploma or less
2016,2.3,1701,FR,2,1941,76,2,5,6,2,7,5,,,4,2,7,High school diploma or less
2016,2.3,1702,FR,2,1984,32,6,18,8,2,8,8,,,7,4,4,"Undergraduate degree (licence, licence pro)"
2016,2.3,1704,FR,2,1941,75,2,5,3,0,4,3,,,2,1,0,High school diploma or less
2016,2.3,1708,FR,1,1962,54,4,11,8,6,8,7,,,10,10,9,High school diploma or less
2016,2.3,1710,FR,2,1942,74,1,2,5,2,6,5,,,5,2,88,High school diploma or less
2016,2.3,1711,FR,2,1982,35,7,24,8,7,7,5,,,7,6,7,Masters degree or more
2016,2.3,1723,FR,2,1985,31,1,2,0,0,0,10,,,0,0,0,High school diploma or less
2016,2.3,1731,FR,2,1982,35,3,7,4,0,6,5,,,8,5,0,High school diploma or less
2016,2.3,1738,FR,1,1976,40,3,7,8,5,9,5,,,8,5,9,High school diploma or less
2016,2.3,1745,FR,2,1969,48,6,18,7,1,8,6,,,9,3,2,"Undergraduate degree (licence, licence pro)"
2016,2.3,1746,FR,2,1959,57,7,22,5,5,8,7,,,9,7,6,Masters degree or more
2016,2.3,1747,FR,2,1995,22,5,14,7,4,8,6,,,8,6,5,"Short-cycle tertiary (BTS, DUT)"
2016,2.3,1748,FR,1,1995,21,3,7,3,0,4,5,,,10,0,0,High school diploma or less
2016,2.3,1750,FR,1,1956,60,3,7,5,4,8,8,,,4,8,8,High school diploma or less
2016,2.3,1751,FR,2,1997,19,4,11,7,5,7,7,,,8,4,5,High school diploma or less
2016,2.3,1752,FR,2,1950,66,7,21,5,4,8,5,,,10,8,5,Masters degree or more
2016,2.3,1753,FR,2,1940,76,1,3,3,1,6,0,,,1,2,5,High school diploma or less
2016,2.3,1754,FR,2,1947,69,6,18,4,4,9,5,,,4,4,6,"Undergraduate degree (licence, licence pro)"
2016,2.3,1755,FR,1,1948,69,5,15,8,7,9,7,,,8,5,7,"Short-cycle tertiary (BTS, DUT)"
2016,2.3,1756,FR,2,1997,19,4,11,6,4,6,4,,,8,5,5,High school diploma or less
2016,2.3,1757,FR,2,1966,50,3,7,5,0,5,3,,,5,1,1,High school diploma or less
2016,2.3,1758,FR,1,1993,23,7,19,8,3,7,6,,,8,3,7,Masters degree or more
2016,2.3,1760,FR,2,1987,30,7,23,4,4,6,4,,,7,5,6,Masters degree or more
2016,2.3,1761,FR,2,1959,58,4,9,3,3,3,7,,,2,0,4,High school diploma or less
2016,2.3,1764,FR,1,1928,89,1,3,7,4,7,8,,,8,7,10,High school diploma or less
2016,2.3,1765,FR,1,1995,22,4,11,6,1,8,4,,,3,2,3,High school diploma or less
2016,2.3,1766,FR,1,1972,45,7,26,4,3,6,3,,,4,4,3,Masters degree or more
2016,2.3,1768,FR,2,1978,38,2,5,5,6,4,6,,,5,8,5,High school diploma or less
2016,2.3,1772,FR,2,1964,53,7,22,7,6,7,6,,,5,5,6,Masters degree or more
2016,2.3,1773,FR,2,1958,58,3,7,5,2,6,4,,,7,88,4,High school diploma or less
2016,2.3,1774,FR,1,1951,66,1,2,0,1,0,0,,,10,0,2,High school diploma or less
2016,2.3,1775,FR,2,1939,77,1,2,4,2,3,5,,,5,4,2,High school diploma or less
2016,2.3,1776,FR,2,1978,38,4,11,1,2,2,1,,,9,5,1,High school diploma or less
2016,2.3,1777,FR,1,1953,64,7,22,5,5,7,3,,,8,5,4,Masters degree or more
2016,2.3,1779,FR,2,1983,33,3,7,5,5,7,6,,,8,5,5,High school diploma or less
2016,2.3,1780,FR,1,1957,60,7,26,7,5,7,6,,,9,5,5,Masters degree or more
2016,2.3,1781,FR,2,1995,22,3,7,3,8,5,8,,,7,10,7,High school diploma or less
2016,2.3,1785,FR,1,1988,28,4,9,5,0,7,3,,,5,0,0,High school diploma or less
2016,2.3,1786,FR,2,1972,44,7,21,7,3,7,7,,,8,7,6,Masters degree or more
2016,2.3,1792,FR,1,1938,78,1,3,0,4,5,6,,,0,3,2,High school diploma or less
2016,2.3,1793,FR,1,1990,26,4,9,2,0,8,2,,,6,0,0,High school diploma or less
2016,2.3,1795,FR,2,1962,54,1,4,8,7,10,4,,,6,9,5,High school diploma or less
2016,2.3,1796,FR,2,1936,80,4,11,7,7,8,7,,,7,7,7,High school diploma or less
2016,2.3,1798,FR,2,1995,22,4,11,4,4,6,3,,,7,7,3,High school diploma or less
2016,2.3,1802,FR,2,1961,56,7,25,2,2,5,6,,,8,3,6,Masters degree or more
2016,2.3,1807,FR,1,1938,79,3,7,7,4,4,5,,,8,7,5,High school diploma or less
2016,2.3,1810,FR,2,1949,67,4,11,7,5,7,8,,,8,5,6,High school diploma or less
2016,2.3,1829,FR,2,1963,53,1,2,6,0,4,4,,,10,6,0,High school diploma or less
2016,2.3,1830,FR,2,1970,47,7,23,2,2,5,4,,,5,4,2,Masters degree or more
2016,2.3,1831,FR,2,1999,18,2,5,8,5,8,5,,,8,7,6,High school diploma or less
2016,2.3,1832,FR,2,1944,72,1,3,5,2,5,5,,,0,0,0,High school diploma or less
2016,2.3,1839,FR,2,1940,76,3,8,7,2,7,5,,,7,3,2,High school diploma or less
2016,2.3,1842,FR,1,1945,72,3,7,4,1,6,3,,,5,1,4,High school diploma or less
2016,2.3,1844,FR,1,1955,61,1,4,4,3,5,5,,,10,4,4,High school diploma or less
2016,2.3,1845,FR,1,1980,36,3,7,4,1,2,2,,,7,4,2,High school diploma or less
2016,2.3,1847,FR,1,1972,44,3,7,0,0,0,0,,,0,0,5,High school diploma or less
2016,2.3,1849,FR,1,1972,44,5,15,5,5,7,5,,,6,3,5,"Short-cycle tertiary (BTS, DUT)"
2016,2.3,1850,FR,2,1947,69,1,3,4,2,5,2,,,6,5,2,High school diploma or less
2016,2.3,1851,FR,2,1954,63,4,10,6,2,5,7,,,6,4,4,High school diploma or less
2016,2.3,1852,FR,2,1981,36,5,14,2,0,5,1,,,7,3,0,"Short-cycle tertiary (BTS, DUT)"
2016,2.3,1860,FR,2,1987,30,4,10,4,5,7,7,,,7,3,8,High school diploma or less
2016,2.3,1864,FR,1,1999,17,2,6,5,4,7,7,,,4,6,4,High school diploma or less
2016,2.3,1872,FR,2,1945,72,5,15,6,1,6,7,,,7,5,3,"Short-cycle tertiary (BTS, DUT)"
2016,2.3,1878,FR,1,1954,62,4,11,6,4,6,6,,,9,7,8,High school diploma or less
2016,2.3,1879,FR,1,1953,63,4,9,5,5,5,5,,,2,5,5,High school diploma or less
2016,2.3,1880,FR,2,1950,66,1,4,3,4,4,3,,,3,4,4,High school diploma or less
2016,2.3,1883,FR,1,1951,65,3,7,6,6,7,6,,,6,3,7,High school diploma or less
2016,2.3,1884,FR,2,1980,36,4,11,3,2,6,4,,,8,4,3,High school diploma or less
2016,2.3,1892,FR,2,1940,76,5,15,5,5,5,5,,,5,7,5,"Short-cycle tertiary (BTS, DUT)"
2016,2.3,1896,FR,2,1978,38,7,24,4,3,7,5,,,9,7,9,Masters degree or more
2016,2.3,1897,FR,2,1959,57,7,25,5,8,5,5,,,7,8,6,Masters degree or more
2016,2.3,1900,FR,2,2000,17,2,5,4,4,5,88,,,8,7,7,High school diploma or less
2016,2.3,1903,FR,1,1968,48,3,7,7,1,5,5,,,5,3,2,High school diploma or less
2016,2.3,1913,FR,2,1966,50,3,7,7,1,9,6,,,4,2,5,High school diploma or less
2016,2.3,1914,FR,2,1973,43,4,10,3,4,8,2,,,7,4,5,High school diploma or less
2016,2.3,1916,FR,2,1946,70,4,11,5,1,7,2,,,8,7,4,High school diploma or less
2016,2.3,1917,FR,2,1959,57,3,7,7,2,5,3,,,8,4,5,High school diploma or less
2016,2.3,1918,FR,1,1978,38,4,9,4,0,7,5,,,3,2,2,High school diploma or less
2016,2.3,1919,FR,2,1951,65,3,8,0,3,4,2,,,8,7,5,High school diploma or less
2016,2.3,1923,FR,2,1992,24,7,21,4,0,6,7,,,9,5,0,Masters degree or more
2016,2.3,1924,FR,2,1998,18,4,11,0,5,8,5,,,7,4,3,High school diploma or less
2016,2.3,1925,FR,1,1931,85,7,25,7,8,7,6,,,8,8,8,Masters degree or more
2016,2.3,1926,FR,1,1968,48,7,24,3,7,6,4,,,9,8,8,Masters degree or more
2016,2.3,1927,FR,2,1962,55,7,22,9,1,8,5,,,8,5,5,Masters degree or more
2016,2.3,1929,FR,2,1978,38,7,21,8,2,8,7,,,4,4,5,Masters degree or more
2016,2.3,1930,FR,1,1950,67,4,11,1,6,8,6,,,5,5,6,High school diploma or less
2016,2.3,1931,FR,1,1989,27,4,11,8,1,6,4,,,6,7,6,High school diploma or less
2016,2.3,1932,FR,2,1966,50,7,24,8,4,8,6,,,7,5,7,Masters degree or more
2016,2.3,1935,FR,2,1999,17,2,5,6,1,5,2,,,7,6,4,High school diploma or less
2016,2.3,1936,FR,2,1978,39,3,7,0,0,4,5,,,9,0,2,High school diploma or less
2016,2.3,1938,FR,2,1973,43,7,21,5,2,5,5,,,8,2,1,Masters degree or more
2016,2.3,1943,FR,2,1944,72,1,3,0,0,5,3,,,4,1,0,High school diploma or less
2016,2.3,1944,FR,1,1991,25,2,6,8,4,8,5,,,5,8,10,High school diploma or less
2016,2.3,1946,FR,2,1939,77,2,5,5,0,7,5,,,10,5,4,High school diploma or less
2016,2.3,1947,FR,2,1978,38,3,7,1,0,0,10,,,5,5,0,High school diploma or less
2016,2.3,1949,FR,2,1956,61,1,3,2,3,3,4,,,0,2,6,High school diploma or less
2016,2.3,1950,FR,2,1956,61,5,14,5,0,8,6,,,10,3,3,"Short-cycle tertiary (BTS, DUT)"
2016,2.3,1955,FR,1,1955,61,3,7,5,0,5,4,,,8,1,1,High school diploma or less
