year,edition,idno,cntry,gndr,yrbrn,agea,eisced,edlvdfr,ppltrst,trstplt,pplfair,pplhlp,ecohenv,scnsenv,stflife,stfdem,trstprl,education
2004,3.6,20684,FR,1,1989,16,0,,3,2,5,5,,1,6,1,2,
2004,3.6,20685,FR,1,1934,71,0,,5,5,8,4,,2,7,8,7,
2004,3.6,20686,FR,2,1931,74,0,,5,8,5,5,,2,5,5,5,
2004,3.6,20687,FR,1,1980,24,0,,7,7,7,7,,4,8,7,9,
2004,3.6,20688,FR,2,1961,44,0,,5,3,6,5,,2,7,5,5,
2004,3.6,20689,FR,1,1965,39,0,,5,8,10,8,,2,8,9,5,
2004,3.6,20690,FR,2,1964,41,0,,0,0,8,7,,4,0,5,2,
2004,3.6,20691,FR,1,1950,55,0,,2,0,8,9,,2,3,2,0,
2004,3.6,20692,FR,2,1946,59,0,,7,5,8,7,,8,9,5,88,
2004,3.6,20693,FR,1,1929,75,0,,5,0,5,5,,2,10,3,3,
2004,3.6,20694,FR,2,1942,62,0,,6,2,4,2,,2,1,9,2,
2004,3.6,20695,FR,2,1979,26,0,,7,3,8,7,,2,8,4,4,
2004,3.6,20696,FR,2,1931,73,0,,7,3,2,1,,1,6,2,5,
2004,3.6,20697,FR,2,1938,67,0,,7,4,9,5,,2,9,8,4,
2004,3.6,20698,FR,2,1952,52,0,,10,7,10,7,,2,8,8,6,
2004,3.6,20699,FR,2,1925,79,0,,3,6,5,3,,2,7,7,7,
2004,3.6,20700,FR,1,1965,39,0,,0,0,0,0,,2,0,0,0,
2004,3.6,20701,FR,1,1967,38,0,,10,0,10,0,,5,3,3,3,
2004,3.6,20702,FR,1,1969,35,0,,5,4,9,5,,2,7,7,7,
2004,3.6,20703,FR,1,1972,33,0,,4,2,3,2,,3,5,5,0,
2004,3.6,20704,FR,2,1946,59,0,,5,0,3,3,,4,9,0,0,
2004,3.6,20705,FR,1,1945,60,0,,6,4,6,7,,3,5,5,5,
2004,3.6,20706,FR,1,1973,32,0,,2,2,5,2,,4,5,2,2,
2004,3.6,20707,FR,2,1954,50,0,,5,4,6,3,,2,6,5,4,
2004,3.6,20708,FR,1,1959,45,0,,5,6,6,6,,1,4,5,6,
2004,3.6,20709,FR,1,1984,20,0,,3,1,6,5,,2,2,4,1,
2004,3.6,20710,FR,2,1927,78,0,,5,5,9,7,,3,9,7,5,
2004,3.6,20711,FR,1,1959,46,0,,5,3,4,3,,2,6,6,4,
2004,3.6,20712,FR,1,1953,52,0,,5,6,6,4,,4,8,7,7,
2004,3.6,20713,FR,1,1952,52,0,,3,0,3,1,,5,4,6,0,
2004,3.6,20714,FR,1,1957,47,0,,6,6,8,6,,2,7,5,5,
2004,3.6,20715,FR,1,1973,31,0,,7,6,7,6,,3,9,6,6,
2004,3.6,20716,FR,1,1934,70,0,,4,2,5,6,,3,7,5,4,
2004,3.6,20717,FR,1,1963,41,0,,4,1,5,1,,2,6,5,1,
2004,3.6,20718,FR,2,1971,33,0,,5,4,7,6,,3,9,5,5,
2004,3.6,20719,FR,2,1946,59,0,,2,4,5,5,,1,5,6,6,
2004,3.6,20720,FR,2,1960,45,0,,5,0,5,5,,2,8,0,0,
2004,3.6,20721,FR,2,1966,39,0,,2,1,7,2,,4,9,5,1,
2004,3.6,20722,FR,1,1940,64,0,,5,3,5,3,,4,8,7,4,
2004,3.6,20723,FR,2,1976,29,0,,5,4,7,6,,2,9,6,4,
2004,3.6,20724,FR,1,1948,56,0,,8,7,7,7,,2,8,7,7,
2004,3.6,20725,FR,2,1927,77,0,,5,5,8,6,,2,7,6,6,
2004,3.6,20726,FR,1,1973,32,0,,2,4,4,5,,2,5,7,6,
2004,3.6,20727,FR,2,1983,22,0,,8,6,8,8,,3,8,7,5,
2004,3.6,20728,FR,1,1971,33,0,,5,1,4,3,,3,8,2,5,
2004,3.6,20729,FR,2,1971,33,0,,4,3,7,4,,3,8,6,5,
2004,3.6,20730,FR,1,1960,45,0,,5,0,0,0,,1,0,3,0,
2004,3.6,20731,FR,2,1966,38,0,,0,0,5,2,,2,8,2,0,
2004,3.6,20732,FR,2,1950,55,0,,5,4,6,5,,2,8,3,5,
2004,3.6,20733,FR,1,1935,69,0,,4,1,7,3,,3,6,5,3,
2004,3.6,20734,FR,2,1960,44,0,,6,2,9,4,,2,9,3,6,
2004,3.6,20735,FR,1,1948,56,0,,8,3,5,8,,2,5,7,3,
2004,3.6,20736,FR,2,1975,30,0,,5,5,5,6,,2,7,7,6,
2004,3.6,20737,FR,2,1955,49,0,,4,0,5,2,,1,3,3,88,
2004,3.6,20738,FR,2,1977,27,0,,5,0,6,4,,3,5,1,1,
2004,3.6,20739,FR,1,1965,39,0,,5,4,7,6,,2,6,8,5,
2004,3.6,20740,FR,2,1955,49,0,,3,4,5,5,,1,10,6,0,
2004,3.6,20741,FR,1,1959,46,0,,0,2,0,5,,1,5,3,3,
2004,3.6,20742,FR,2,1979,26,0,,0,8,7,4,,1,8,8,7,
2004,3.6,20743,FR,2,1947,57,0,,4,7,8,7,,2,6,7,6,
2004,3.6,20744,FR,1,1933,72,0,,5,0,6,0,,2,6,6,3,
2004,3.6,20745,FR,2,1964,41,0,,7,4,7,6,,3,3,6,6,
2004,3.6,20746,FR,1,1977,28,0,,2,0,5,2,,1,8,3,5,
2004,3.6,20747,FR,1,1931,73,0,,5,6,5,5,,2,8,6,7,
2004,3.6,20748,FR,2,1918,86,0,,8,5,5,5,,2,8,5,1,
2004,3.6,20749,FR,1,1957,48,0,,2,1,5,3,,3,8,6,3,
2004,3.6,20750,FR,2,1973,32,0,,4,4,5,5,,2,8,3,6,
2004,3.6,20751,FR,2,1985,19,0,,5,2,6,4,,5,10,2,2,
2004,3.6,20752,FR,2,1920,85,0,,7,5,1,5,,2,5,5,5,
2004,3.6,20753,FR,1,1962,42,0,,0,2,5,5,,1,8,0,0,
2004,3.6,20754,FR,2,1922,82,0,,10,8,10,5,,2,10,7,5,
2004,3.6,20755,FR,1,1982,23,0,,5,3,5,5,,3,7,6,5,
2004,3.6,20756,FR,1,1948,57,0,,3,3,2,4,,2,5,7,7,
2004,3.6,20757,FR,1,1987,17,0,,5,0,5,3,,3,3,2,0,
2004,3.6,20758,FR,1,1936,68,0,,5,0,5,2,,1,10,1,0,
2004,3.6,20759,FR,1,1988,17,0,,5,1,6,3,,2,8,8,1,
2004,3.6,20760,FR,1,1959,45,0,,5,2,6,3,,1,4,3,3,
2004,3.6,20761,FR,1,1949,56,0,,7,5,8,6,,2,8,8,6,
2004,3.6,20762,FR,1,1942,62,0,,5,7,6,3,,3,8,6,8,
2004,3.6,20763,FR,1,1967,37,0,,8,5,8,5,,4,7,3,8,
2004,3.6,20764,FR,2,1957,48,0,,5,4,6,6,,2,6,5,4,
2004,3.6,20765,FR,1,1943,62,0,,6,7,7,5,,3,8,7,7,
2004,3.6,20766,FR,2,1960,44,0,,3,6,2,3,,1,6,8,5,
2004,3.6,20767,FR,2,1964,40,0,,6,2,7,6,,2,5,2,4,
2004,3.6,20768,FR,2,1969,36,0,,4,5,4,6,,3,8,6,4,
2004,3.6,20769,FR,1,1949,56,0,,4,4,5,3,,3,8,5,2,
2004,3.6,20770,FR,2,1960,44,0,,7,5,4,1,,4,7,7,5,
2004,3.6,20771,FR,1,1927,77,0,,5,0,5,5,,1,1,88,5,
2004,3.6,20772,FR,1,1954,51,0,,5,0,10,0,,4,10,0,0,
2004,3.6,20773,FR,2,1982,22,0,,4,4,7,8,,2,7,5,5,
2004,3.6,20774,FR,1,1944,61,0,,4,4,2,3,,3,6,7,6,
2004,3.6,20775,FR,2,1949,55,0,,6,0,6,5,,5,6,0,4,
2004,3.6,20776,FR,1,1944,60,0,,5,6,9,3,,3,7,6,5,
2004,3.6,20777,FR,1,1968,37,0,,8,8,7,2,,2,8,10,9,
2004,3.6,20778,FR,1,1957,48,0,,3,4,5,4,,3,8,4,4,
2004,3.6,20779,FR,1,1921,83,0,,8,5,8,8,,1,3,2,5,
2004,3.6,20780,FR,1,1932,72,0,,3,5,3,6,,3,7,5,5,
2004,3.6,20781,FR,2,1920,84,0,,7,5,2,5,,2,8,5,5,
2004,3.6,20782,FR,2,1988,17,0,,4,3,5,1,,5,6,1,4,
2004,3.6,20783,FR,2,1947,57,0,,5,3,8,8,,1,7,3,3,
2004,3.6,20784,FR,1,1981,23,0,,6,2,7,5,,3,7,7,3,
2004,3.6,20785,FR,1,1952,53,0,,4,5,5,5,,3,6,4,5,
2004,3.6,20786,FR,2,1969,36,0,,7,1,6,1,,2,3,0,2,
2004,3.6,20787,FR,2,1977,27,0,,5,1,7,3,,1,8,1,4,
2004,3.6,20788,FR,2,1964,41,0,,7,6,7,7,,3,8,6,5,
2004,3.6,20789,FR,2,1922,82,0,,9,5,8,6,,2,8,5,4,
2004,3.6,20790,FR,1,1956,48,0,,0,0,5,0,,1,5,2,0,
2004,3.6,20791,FR,1,1935,69,0,,0,5,5,5,,2,9,8,8,
2004,3.6,20792,FR,1,1933,71,0,,5,6,5,0,,2,7,4,6,
2004,3.6,20793,FR,1,1956,49,0,,5,2,5,5,,3,5,2,2,
2004,3.6,20794,FR,1,1988,17,0,,2,6,3,7,,1,7,88,5,
2004,3.6,20795,FR,1,1959,46,0,,10,5,5,10,,5,5,0,5,
2004,3.6,20796,FR,2,1965,40,0,,4,3,6,7,,1,4,4,5,
2004,3.6,20797,FR,1,1940,64,0,,9,7,8,5,,1,9,8,9,
2004,3.6,20798,FR,2,1922,82,0,,0,0,5,5,,2,5,0,0,
2004,3.6,20799,FR,2,1947,58,0,,7,1,8,5,,1,6,4,6,
2004,3.6,20800,FR,1,1969,35,0,,0,4,0,5,,4,3,5,5,
2004,3.6,20801,FR,1,1976,28,0,,5,1,8,8,,4,8,2,3,
2004,3.6,20802,FR,2,1976,29,0,,0,10,10,10,,2,9,4,10,
2004,3.6,20803,FR,1,1935,70,0,,5,8,6,3,,2,8,5,7,
2004,3.6,20804,FR,2,1977,28,0,,5,3,5,9,,2,8,5,5,
2004,3.6,20805,FR,2,1948,57,0,,7,6,7,5,,2,10,10,9,
2004,3.6,20806,FR,2,1942,63,0,,9,6,6,4,,1,9,5,6,
2004,3.6,20807,FR,2,1955,49,0,,0,2,7,0,,3,9,5,0,
2004,3.6,20808,FR,2,1984,20,0,,4,3,4,2,,4,5,4,5,
2004,3.6,20809,FR,2,1980,24,0,,3,5,5,3,,3,5,3,3,
2004,3.6,20810,FR,2,1945,60,0,,7,5,7,5,,4,7,9,4,
2004,3.6,20811,FR,1,1936,68,0,,7,7,7,5,,3,9,4,5,
2004,3.6,20812,FR,2,1937,67,0,,0,5,5,5,,4,7,4,3,
2004,3.6,20813,FR,2,1937,68,0,,4,1,7,7,,4,8,2,4,
2004,3.6,20814,FR,2,1935,69,0,,9,6,10,2,,1,10,8,10,
2004,3.6,20815,FR,2,1967,38,0,,8,1,2,8,,3,7,2,1,
2004,3.6,20816,FR,1,1952,53,0,,5,2,9,5,,2,9,5,1,
2004,3.6,20817,FR,1,1943,62,0,,5,2,5,7,,1,4,4,0,
2004,3.6,20818,FR,2,1962,42,0,,5,5,8,3,,3,7,8,4,
2004,3.6,20819,FR,2,1968,37,0,,4,4,7,7,,4,5,6,2,
2004,3.6,20820,FR,2,1922,82,0,,0,0,0,0,,1,0,0,0,
2004,3.6,20821,FR,1,1982,23,0,,7,5,7,3,,3,7,4,6,
2004,3.6,20822,FR,1,1935,70,0,,3,4,5,3,,2,7,6,3,
2004,3.6,20823,FR,2,1953,52,0,,1,8,7,1,,1,8,8,10,
2004,3.6,20824,FR,2,1943,61,0,,1,0,5,4,,5,8,2,1,
2004,3.6,20825,FR,1,1947,57,0,,7,2,5,5,,1,8,7,3,
2004,3.6,20826,FR,2,1935,70,0,,7,2,7,7,,4,8,2,2,
2004,3.6,20827,FR,2,1979,25,0,,5,2,6,7,,3,6,4,2,
2004,3.6,20828,FR,1,1963,42,0,,6,2,3,7,,4,7,3,2,
2004,3.6,20829,FR,2,1949,56,0,,7,5,7,5,,2,9,8,6,
2004,3.6,20830,FR,2,1982,23,0,,5,3,6,4,,4,7,6,3,
2004,3.6,20831,FR,2,1941,64,0,,5,5,10,4,,4,0,0,5,
2004,3.6,20832,FR,1,1943,62,0,,5,0,5,2,,5,5,5,0,
2004,3.6,20833,FR,2,1955,49,0,,2,3,3,5,,2,5,0,2,
2004,3.6,20834,FR,2,1928,76,0,,3,5,3,2,,2,3,5,4,
2004,3.6,20835,FR,2,1987,17,0,,5,5,5,7,,3,9,7,5,
2004,3.6,20836,FR,1,1962,43,0,,5,5,10,5,,2,5,5,5,
2004,3.6,20837,FR,1,1968,37,0,,5,4,7,3,,3,3,4,5,
2004,3.6,20838,FR,2,1981,23,0,,5,5,7,6,,2,7,6,5,
2004,3.6,20839,FR,1,1955,50,0,,3,4,5,7,,1,2,4,4,
2004,3.6,20840,FR,1,1944,61,0,,3,4,6,5,,1,4,5,4,
2004,3.6,20841,FR,2,1961,43,0,,3,3,4,6,,2,7,3,5,
2004,3.6,20842,FR,2,1950,54,0,,2,0,5,5,,2,10,3,1,
2004,3.6,20843,FR,2,1976,28,0,,4,2,7,3,,3,8,5,5,
2004,3.6,20844,FR,2,1966,38,0,,4,3,3,1,,1,4,3,6,
2004,3.6,20845,FR,2,1989,15,0,,1,3,4,6,,2,6,5,5,
2004,3.6,20846,FR,2,1960,44,0,,6,4,3,8,,2,1,3,1,
2004,3.6,20847,FR,2,1974,30,0,,8,3,9,4,,3,8,7,7,
2004,3.6,20848,FR,2,1963,41,0,,6,1,5,3,,2,5,2,3,
2004,3.6,20849,FR,2,1965,40,0,,7,7,7,7,,3,7,7,7,
2004,3.6,20850,FR,1,1949,55,0,,5,5,6,7,,1,4,3,5,
2004,3.6,20851,FR,2,1955,50,0,,6,5,5,6,,3,8,6,6,
2004,3.6,20852,FR,2,1984,21,0,,0,0,5,0,,2,10,5,0,
2004,3.6,20853,FR,1,1978,26,0,,8,6,4,5,,2,2,4,8,
2004,3.6,20854,FR,2,1932,72,0,,7,5,8,7,,2,4,7,7,
2004,3.6,20855,FR,1,1947,58,0,,7,6,6,4,,2,7,7,7,
2004,3.6,20856,FR,2,1968,37,0,,2,6,6,1,,2,8,7,5,
2004,3.6,20857,FR,1,1932,72,0,,1,5,5,5,,1,8,5,4,
2004,3.6,20858,FR,1,1965,40,0,,3,3,5,4,,2,8,3,5,
2004,3.6,20859,FR,2,1943,62,0,,2,5,8,9,,3,5,6,4,
2004,3.6,20860,FR,2,1971,34,0,,1,1,10,3,,2,5,5,2,
2004,3.6,20861,FR,1,1972,33,0,,8,1,8,5,,4,10,5,5,
2004,3.6,20862,FR,1,1954,51,0,,5,6,5,5,,2,7,4,4,
2004,3.6,20863,FR,1,1969,35,0,,1,6,0,5,,3,4,6,4,
2004,3.6,20864,FR,1,1977,28,0,,7,5,7,5,,2,7,8,7,
2004,3.6,20865,FR,1,1964,40,0,,7,6,8,5,,2,8,8,10,
2004,3.6,20866,FR,2,1980,24,0,,6,4,5,4,,3,8,5,88,
2004,3.6,20867,FR,2,1929,76,0,,3,6,4,2,,3,5,5,4,
2004,3.6,20868,FR,2,1945,59,0,,8,8,5,5,,1,7,7,7,
2004,3.6,20869,FR,2,1961,43,0,,7,5,7,4,,2,6,5,6,
2004,3.6,20870,FR,2,1952,53,0,,4,2,3,4,,2,3,2,5,
2004,3.6,20871,FR,2,1941,64,0,,2,5,3,2,,1,8,7,8,
2004,3.6,20872,FR,1,1945,60,0,,3,5,2,3,,2,7,7,5,
2004,3.6,20873,FR,1,1927,78,0,,7,1,5,8,,2,10,5,5,
2004,3.6,20874,FR,1,1938,66,0,,2,6,3,3,,2,6,8,6,
2004,3.6,20875,FR,1,1967,37,0,,3,1,4,0,,2,7,0,3,
2004,3.6,20876,FR,1,1986,18,0,,4,5,7,4,,2,10,7,5,
2004,3.6,20877,FR,1,1940,64,0,,4,5,8,3,,5,2,0,3,
2004,3.6,20878,FR,1,1972,33,0,,3,3,4,4,,3,9,2,1,
2004,3.6,20879,FR,1,1940,65,0,,8,6,5,7,,2,5,4,7,
2004,3.6,20880,FR,1,1953,52,0,,0,4,5,2,,1,6,2,4,
2004,3.6,20881,FR,1,1971,33,0,,3,4,3,4,,2,5,5,5,
2004,3.6,20882,FR,1,1971,33,0,,5,7,5,4,,2,3,5,5,
2004,3.6,20883,FR,1,1951,54,0,,4,5,5,4,,1,10,5,5,
2004,3.6,20884,FR,1,1972,32,0,,3,3,6,6,,2,8,4,4,
2004,3.6,20885,FR,2,1935,70,0,,8,6,8,6,,1,9,8,7,
2004,3.6,20886,FR,2,1933,71,0,,5,5,8,8,,2,9,8,7,
2004,3.6,20887,FR,1,1914,91,0,,5,2,5,5,,4,4,2,4,
2004,3.6,20888,FR,2,1968,36,0,,5,3,10,5,,3,5,3,5,
2004,3.6,20889,FR,2,1960,45,0,,5,0,5,0,,2,4,7,7,
2004,3.6,20890,FR,1,1943,61,0,,8,6,8,6,,2,9,8,7,
2004,3.6,20891,FR,1,1975,29,0,,6,4,6,5,,2,3,4,6,
2004,3.6,20892,FR,1,1975,29,0,,7,4,7,6,,4,9,7,5,
2004,3.6,20893,FR,2,1944,60,0,,4,6,5,5,,2,6,7,5,
2004,3.6,20894,FR,1,1934,71,0,,4,3,6,7,,2,5,2,2,
2004,3.6,20895,FR,1,1976,28,0,,4,4,6,1,,3,4,5,2,
2004,3.6,20896,FR,2,1944,60,0,,4,5,3,3,,2,6,5,4,
2004,3.6,20897,FR,1,1987,17,0,,0,0,1,0,,5,3,2,0,
2004,3.6,20898,FR,1,1969,36,0,,7,1,0,5,,4,10,9,5,
2004,3.6,20899,FR,2,1958,46,0,,2,4,5,6,,5,7,4,3,
2004,3.6,20900,FR,1,1959,45,0,,8,1,8,6,,2,8,8,4,
2004,3.6,20901,FR,2,1959,45,0,,3,2,6,3,,3,8,2,2,
2004,3.6,20902,FR,2,1952,53,0,,4,1,6,4,,5,9,0,2,
2004,3.6,20903,FR,1,1984,21,0,,0,0,8,5,,3,10,2,0,
2004,3.6,20904,FR,2,1918,86,0,,9,6,8,3,,2,8,4,6,
2004,3.6,20905,FR,1,1929,75,0,,5,5,7,5,,2,9,7,5,
2004,3.6,20906,FR,2,1967,38,0,,4,5,2,5,,3,5,5,5,
2004,3.6,20907,FR,1,1966,38,0,,8,0,2,10,,2,4,5,1,
2004,3.6,20908,FR,2,1968,37,0,,8,0,8,3,,3,8,6,1,
2004,3.6,20909,FR,1,1969,36,0,,3,0,1,1,,3,0,0,0,
2004,3.6,20910,FR,1,1956,49,0,,5,5,4,5,,1,1,1,5,
2004,3.6,20911,FR,2,1969,36,0,,2,3,7,5,,3,0,2,5,
2004,3.6,20912,FR,2,1966,39,0,,0,0,5,0,,2,8,1,3,
2004,3.6,20913,FR,2,1977,27,0,,4,0,0,7,,2,5,6,0,
2004,3.6,20914,FR,1,1947,58,0,,4,4,6,5,,4,8,6,6,
2004,3.6,20915,FR,2,1970,35,0,,7,4,7,6,,5,6,5,8,
2004,3.6,20916,FR,2,1936,69,0,,5,5,7,5,,2,5,5,3,
2004,3.6,20917,FR,2,1943,62,0,,5,2,5,3,,2,2,7,5,
2004,3.6,20918,FR,2,1937,68,0,,5,5,5,3,,3,6,5,5,
2004,3.6,20919,FR,2,1983,21,0,,4,1,8,2,,2,5,2,1,
2004,3.6,20920,FR,2,1986,18,0,,5,3,5,5,,3,8,9,5,
2004,3.6,20921,FR,1,1962,43,0,,6,4,5,5,,3,7,5,5,
2004,3.6,20922,FR,1,1946,58,0,,4,3,7,6,,4,8,5,4,
2004,3.6,20923,FR,1,1944,60,0,,8,2,2,9,,4,0,1,3,
2004,3.6,20924,FR,1,1955,49,0,,9,4,9,6,,5,4,6,5,
2004,3.6,20925,FR,2,1946,58,0,,7,6,5,8,,2,7,8,5,
2004,3.6,20926,FR,1,1976,28,0,,3,0,5,3,,2,6,4,0,
2004,3.6,20927,FR,1,1949,55,0,,6,7,6,7,,3,6,7,6,
2004,3.6,20928,FR,1,1950,55,0,,5,4,9,9,,1,6,6,6,
2004,3.6,20929,FR,1,1926,78,0,,3,2,3,5,,3,7,2,3,
2004,3.6,20930,FR,1,1917,87,0,,6,2,8,3,,5,10,0,5,
2004,3.6,20931,FR,2,1959,45,0,,4,6,8,7,,2,9,8,6,
2004,3.6,20932,FR,2,1988,16,0,,5,6,7,5,,4,9,7,5,
2004,3.6,20933,FR,1,1939,65,0,,5,5,7,4,,4,7,7,5,
2004,3.6,20934,FR,2,1954,50,0,,3,8,5,3,,5,7,8,10,
2004,3.6,20935,FR,1,1964,41,0,,5,4,6,4,,3,5,5,7,
2004,3.6,20936,FR,2,1968,36,0,,3,3,7,5,,2,8,4,5,
2004,3.6,20937,FR,2,1947,58,0,,4,5,4,1,,3,3,7,4,
2004,3.6,20938,FR,1,1979,26,0,,5,5,5,5,,2,5,4,5,
2004,3.6,20939,FR,2,1956,48,0,,3,3,8,3,,4,6,4,4,
2004,3.6,20940,FR,2,1932,72,0,,5,5,5,5,,3,6,5,5,
2004,3.6,20941,FR,1,1939,66,0,,1,2,5,3,,2,5,6,4,
2004,3.6,20942,FR,2,1969,36,0,,5,5,10,10,,2,5,5,5,
2004,3.6,20943,FR,2,1926,78,0,,5,5,8,3,,2,9,3,5,
2004,3.6,20944,FR,1,1941,64,0,,4,6,7,7,,2,9,6,6,
2004,3.6,20945,FR,1,1952,52,0,,2,2,4,3,,2,6,6,3,
2004,3.6,20946,FR,1,1942,63,0,,7,7,7,7,,4,7,8,7,
2004,3.6,20947,FR,1,1935,70,0,,8,2,3,5,,2,10,5,5,
2004,3.6,20948,FR,1,1956,48,0,,7,5,8,3,,1,5,6,8,
2004,3.6,20949,FR,1,1974,30,0,,0,0,0,0,,2,0,0,0,
2004,3.6,20950,FR,1,1985,20,0,,2,1,5,2,,3,2,7,2,
2004,3.6,20951,FR,2,1975,30,0,,2,3,8,2,,3,8,5,2,
2004,3.6,20952,FR,2,1969,35,0,,2,2,2,3,,2,6,4,0,
2004,3.6,20953,FR,2,1987,17,0,,2,5,10,5,,2,5,5,5,
2004,3.6,20954,FR,1,1963,41,0,,2,1,5,4,,4,1,1,2,
2004,3.6,20955,FR,2,1941,63,0,,5,3,7,7,,3,7,7,5,
2004,3.6,20956,FR,2,1988,17,0,,1,5,0,3,,1,10,7,5,
2004,3.6,20957,FR,2,1953,51,0,,3,1,6,2,,2,8,4,2,
2004,3.6,20958,FR,1,1930,75,0,,5,2,3,2,,2,7,1,0,
2004,3.6,20959,FR,1,1960,44,0,,5,6,10,7,,1,5,0,4,
2004,3.6,20960,FR,2,1973,32,0,,7,6,7,7,,3,4,7,4,
2004,3.6,20961,FR,2,1932,72,0,,2,6,2,3,,1,5,0,7,
2004,3.6,20962,FR,1,1927,78,0,,5,2,7,8,,4,7,8,3,
2004,3.6,20963,FR,1,1966,39,0,,5,2,5,8,,2,7,4,5,
2004,3.6,20964,FR,1,1954,51,0,,8,0,8,4,,4,5,0,0,
2004,3.6,20965,FR,1,1941,63,0,,3,4,10,5,,2,3,2,4,
2004,3.6,20966,FR,2,1965,39,0,,5,3,8,6,,4,8,8,3,
2004,3.6,20967,FR,1,1964,41,0,,5,4,6,3,,3,4,6,5,
2004,3.6,20968,FR,1,1975,30,0,,1,0,7,1,,1,6,8,0,
2004,3.6,20969,FR,1,1981,24,0,,5,4,7,6,,3,4,6,5,
2004,3.6,20970,FR,1,1981,23,0,,4,4,5,6,,2,9,5,4,
2004,3.6,20971,FR,1,1942,62,0,,3,5,7,7,,1,9,6,6,
2004,3.6,20972,FR,1,1949,56,0,,7,5,7,6,,5,8,7,7,
2004,3.6,20973,FR,2,1950,55,0,,3,4,5,5,,3,2,5,4,
2004,3.6,20974,FR,1,1975,29,0,,4,2,5,2,,2,9,2,6,
2004,3.6,20975,FR,2,1952,53,0,,2,2,7,9,,4,8,8,8,
2004,3.6,20976,FR,1,1969,36,0,,5,1,6,2,,5,7,4,2,
2004,3.6,20977,FR,1,1983,22,0,,4,3,5,2,,2,6,3,3,
2004,3.6,20978,FR,1,1968,37,0,,2,2,2,6,,3,10,2,4,
2004,3.6,20979,FR,1,1943,62,0,,0,2,4,3,,2,5,0,3,
2004,3.6,20980,FR,2,1968,37,0,,5,5,6,6,,4,7,6,6,
2004,3.6,20981,FR,2,1960,44,0,,3,5,5,3,,3,8,5,5,
2004,3.6,20982,FR,1,1953,52,0,,6,3,4,2,,4,9,7,3,
2004,3.6,20983,FR,2,1963,41,0,,6,1,5,4,,4,8,2,2,
2004,3.6,20984,FR,2,1946,58,0,,5,2,5,4,,2,2,2,2,
2004,3.6,20985,FR,2,1961,44,0,,8,5,7,5,,1,9,9,7,
2004,3.6,20986,FR,2,1950,54,0,,1,1,4,1,,2,8,2,1,
2004,3.6,20987,FR,2,1973,31,0,,8,4,8,3,,2,9,4,88,
2004,3.6,20988,FR,1,1921,83,0,,1,0,2,4,,2,10,8,0,
2004,3.6,20989,FR,2,1966,38,0,,0,0,0,0,,8,10,0,0,
2004,3.6,20990,FR,1,1962,43,0,,6,4,7,5,,2,6,5,4,
2004,3.6,20991,FR,2,1967,37,0,,7,4,9,5,,2,7,8,7,
2004,3.6,20992,FR,2,1985,20,0,,7,6,7,5,,2,8,7,7,
2004,3.6,20993,FR,2,1965,39,0,,5,0,5,8,,5,9,5,5,
2004,3.6,20994,FR,1,1972,33,0,,5,3,5,2,,2,5,5,3,
2004,3.6,20995,FR,1,1933,71,0,,2,0,8,8,,2,7,2,2,
2004,3.6,20996,FR,1,1966,39,0,,4,4,3,3,,2,5,3,5,
2004,3.6,20997,FR,2,1968,37,0,,7,3,6,5,,2,8,7,4,
2004,3.6,20998,FR,1,1983,21,0,,7,5,7,4,,2,8,5,5,
2004,3.6,20999,FR,2,1915,89,0,,6,10,10,10,,1,8,10,10,
2004,3.6,21000,FR,1,1944,60,0,,5,7,8,7,,2,10,9,5,
2004,3.6,21001,FR,1,1983,21,0,,7,3,6,3,,5,6,4,5,
2004,3.6,21002,FR,1,1976,28,0,,4,2,9,7,,2,10,7,5,
2004,3.6,21003,FR,2,1932,73,0,,7,6,6,5,,3,7,5,5,
2004,3.6,21004,FR,1,1954,50,0,,8,6,7,6,,4,7,7,8,
2004,3.6,21005,FR,2,1952,52,0,,8,5,8,6,,3,8,4,6,
2004,3.6,21006,FR,2,1933,71,0,,7,6,6,6,,2,6,4,6,
2004,3.6,21007,FR,1,1936,68,0,,2,4,2,2,,2,5,7,5,
2004,3.6,21008,FR,2,1969,36,0,,5,2,5,7,,3,9,2,3,
2004,3.6,21009,FR,1,1965,40,0,,4,3,4,5,,2,4,5,4,
2004,3.6,21010,FR,1,1984,21,0,,7,6,7,4,,2,9,8,6,
2004,3.6,21011,FR,1,1953,51,0,,4,2,4,2,,3,2,2,4,
2004,3.6,21012,FR,2,1968,37,0,,3,3,5,5,,1,3,5,5,
2004,3.6,21013,FR,1,1952,52,0,,10,6,7,9,,2,5,10,6,
2004,3.6,21014,FR,2,1970,35,0,,5,5,5,5,,1,7,8,5,
2004,3.6,21015,FR,2,1963,41,0,,2,1,2,2,,3,5,4,2,
2004,3.6,21016,FR,2,1954,50,0,,7,4,9,3,,2,9,4,5,
2004,3.6,21017,FR,1,1967,38,0,,0,88,5,5,,5,0,88,88,
2004,3.6,21018,FR,2,1933,72,0,,8,4,8,5,,2,8,8,4,
2004,3.6,21019,FR,2,1952,53,0,,8,1,5,7,,5,8,7,5,
2004,3.6,21020,FR,1,1947,58,0,,4,5,6,5,,2,6,5,3,
2004,3.6,21021,FR,1,1976,28,0,,1,0,2,6,,3,0,0,3,
2004,3.6,21022,FR,2,1948,56,0,,3,2,5,5,,2,8,4,3,
