year,edition,idno,cntry,gndr,yrbrn,agea,eisced,edlvdfr,ppltrst,trstplt,pplfair,pplhlp,ecohenv,scnsenv,stflife,stfdem,trstprl,education
2023,4.1,75225,FR,2,1969,54,6,18,5,0,7,5,,,10,0,0,"Undergraduate degree (licence, licence pro)"
2023,4.1,75232,FR,1,1946,77,4,11,6,5,5,6,,,7,2,7,High school diploma or less
2023,4.1,75246,FR,2,1943,80,7,26,5,1,6,3,,,7,4,6,Masters degree or more
2023,4.1,75255,FR,2,1971,52,3,7,2,0,3,3,,,0,2,0,High school diploma or less
2023,4.1,75286,FR,2,1961,62,7,21,7,5,7,6,,,9,4,4,Masters degree or more
2023,4.1,75289,FR,2,1952,71,1,3,3,2,5,7,,,9,2,1,High school diploma or less
2023,4.1,75331,FR,2,1985,38,6,18,77,2,5,5,,,9,3,2,"Undergraduate degree (licence, licence pro)"
2023,4.1,75336,FR,1,1963,60,3,7,7,4,4,5,,,7,4,4,High school diploma or less
2023,4.1,75356,FR,2,1959,64,3,8,3,4,5,8,,,4,3,5,High school diploma or less
2023,4.1,75436,FR,2,1953,70,3,7,0,5,0,4,,,7,5,5,High school diploma or less
2023,4.1,75469,FR,2,1974,49,4,11,6,0,6,4,,,3,0,0,High school diploma or less
2023,4.1,75479,FR,1,1947,76,3,7,4,2,5,2,,,7,3,5,High school diploma or less
2023,4.1,75499,FR,1,1987,37,7,22,4,1,6,5,,,8,8,5,Masters degree or more
2023,4.1,75516,FR,1,1981,42,5,13,5,5,7,6,,,8,5,8,"Short-cycle tertiary (BTS, DUT)"
2023,4.1,75530,FR,1,1950,73,5,15,7,6,8,7,,,7,2,5,"Short-cycle tertiary (BTS, DUT)"
2023,4.1,75547,FR,2,1978,45,7,21,5,2,6,4,,,9,3,3,Masters degree or more
2023,4.1,75549,FR,2,1966,57,4,9,7,6,8,7,,,9,5,5,High school diploma or less
2023,4.1,75557,FR,1,1995,28,4,9,9,1,2,3,,,5,0,1,High school diploma or less
2023,4.1,75568,FR,1,2001,22,5,15,5,5,7,6,,,7,7,6,"Short-cycle tertiary (BTS, DUT)"
2023,4.1,75625,FR,1,1961,62,4,9,5,4,8,3,,,9,6,5,High school diploma or less
2023,4.1,75648,FR,2,1985,39,4,11,5,4,7,4,,,8,3,5,High school diploma or less
2023,4.1,75661,FR,1,1955,68,7,24,0,0,0,0,,,6,0,0,Masters degree or more
2023,4.1,75771,FR,1,1962,61,3,7,7,1,88,3,,,7,77,3,High school diploma or less
2023,4.1,75784,FR,1,2000,23,2,6,7,4,6,6,,,7,4,3,High school diploma or less
2023,4.1,75837,FR,2,2004,19,4,9,4,6,6,7,,,4,6,7,High school diploma or less
2023,4.1,75892,FR,2,1950,73,5,15,5,7,8,5,,,8,6,5,"Short-cycle tertiary (BTS, DUT)"
2023,4.1,75991,FR,1,1973,50,3,7,5,2,8,2,,,0,0,0,High school diploma or less
2023,4.1,75995,FR,2,1961,62,6,18,6,4,9,5,,,5,6,6,"Undergraduate degree (licence, licence pro)"
2023,4.1,76006,FR,1,1952,71,4,9,5,6,7,7,,,9,7,10,High school diploma or less
2023,4.1,76012,FR,1,1974,49,3,7,5,4,6,2,,,9,1,3,High school diploma or less
2023,4.1,76025,FR,2,1949,74,3,8,0,5,10,10,,,7,5,0,High school diploma or less
2023,4.1,76029,FR,2,1950,73,5,15,5,8,8,5,,,8,8,8,"Short-cycle tertiary (BTS, DUT)"
2023,4.1,76037,FR,1,1995,28,5,15,4,4,5,3,,,6,3,5,"Short-cycle tertiary (BTS, DUT)"
2023,4.1,76077,FR,1,1962,61,4,9,0,3,2,2,,,3,5,5,High school diploma or less
2023,4.1,76096,FR,1,1960,63,4,10,6,8,3,3,,,2,5,0,High school diploma or less
2023,4.1,76105,FR,2,1944,79,1,3,2,8,8,7,,,8,5,88,High school diploma or less
2023,4.1,76116,FR,2,1982,41,6,18,2,2,4,4,,,3,4,4,"Undergraduate degree (licence, licence pro)"
2023,4.1,76151,FR,1,1996,27,5,15,7,4,8,3,,,9,4,3,"Short-cycle tertiary (BTS, DUT)"
2023,4.1,76162,FR,2,1968,55,5,15,6,2,7,8,,,6,6,2,"Short-cycle tertiary (BTS, DUT)"
2023,4.1,76163,FR,1,2001,22,3,7,4,5,4,5,,,7,4,5,High school diploma or less
2023,4.1,76194,FR,1,1946,77,2,5,8,1,9,6,,,8,2,0,High school diploma or less
2023,4.1,76200,FR,1,2003,20,4,9,4,4,9,4,,,9,5,4,High school diploma or less
2023,4.1,76211,FR,2,1995,28,7,20,8,4,9,9,,,10,7,5,Masters degree or more
2023,4.1,76234,FR,1,1951,72,1,2,4,0,0,5,,,8,4,0,High school diploma or less
2023,4.1,76246,FR,2,1958,65,5,16,4,4,7,3,,,8,6,3,"Short-cycle tertiary (BTS, DUT)"
2023,4.1,76253,FR,2,2002,21,5,15,5,4,7,5,,,4,3,5,"Short-cycle tertiary (BTS, DUT)"
2023,4.1,76310,FR,2,1994,29,7,20,5,2,4,4,,,8,5,5,Masters degree or more
2023,4.1,76331,FR,2,1979,44,7,22,5,3,4,4,,,10,5,5,Masters degree or more
2023,4.1,76363,FR,1,2007,16,2,6,2,5,5,5,,,9,5,5,High school diploma or less
2023,4.1,76372,FR,1,1946,77,4,11,5,5,3,3,,,7,7,7,High school diploma or less
2023,4.1,76376,FR,2,1992,31,7,21,6,6,7,6,,,7,7,7,Masters degree or more
2023,4.1,76377,FR,1,1991,32,5,15,6,4,7,3,,,8,5,5,"Short-cycle tertiary (BTS, DUT)"
2023,4.1,76399,FR,1,1970,53,5,15,7,3,7,7,,,9,8,4,"Short-cycle tertiary (BTS, DUT)"
2023,4.1,76406,FR,1,1949,74,4,11,6,5,7,5,,,10,6,6,High school diploma or less
2023,4.1,76429,FR,2,1982,41,5,16,4,3,6,3,,,7,2,3,"Short-cycle tertiary (BTS, DUT)"
2023,4.1,76435,FR,1,1985,38,4,11,7,5,7,6,,,8,5,6,High school diploma or less
2023,4.1,76448,FR,1,1959,64,7,26,7,5,7,7,,,7,8,7,Masters degree or more
2023,4.1,76449,FR,1,1979,44,5,15,5,8,8,5,,,10,8,8,"Short-cycle tertiary (BTS, DUT)"
2023,4.1,76496,FR,1,1974,49,6,17,5,5,6,6,,,8,4,5,"Undergraduate degree (licence, licence pro)"
2023,4.1,76516,FR,2,1937,86,1,3,2,5,8,8,,,8,6,5,High school diploma or less
2023,4.1,76523,FR,2,1952,71,1,3,5,4,8,8,,,88,0,3,High school diploma or less
2023,4.1,76543,FR,2,1997,26,7,22,2,3,4,3,,,9,3,7,Masters degree or more
2023,4.1,76576,FR,2,1948,75,4,11,7,6,8,5,,,8,3,8,High school diploma or less
2023,4.1,76607,FR,2,1961,62,3,7,5,6,7,5,,,4,4,5,High school diploma or less
2023,4.1,76622,FR,2,1998,25,55,5555,4,3,10,4,,,10,6,8,
2023,4.1,76637,FR,2,1933,90,1,3,3,0,8,8,,,5,0,0,High school diploma or less
2023,4.1,76638,FR,2,2001,22,5,15,2,5,4,1,,,7,3,5,"Short-cycle tertiary (BTS, DUT)"
2023,4.1,76654,FR,2,2007,16,2,5,6,6,8,7,,,8,4,6,High school diploma or less
2023,4.1,76689,FR,1,1968,55,5,15,5,6,3,4,,,5,3,8,"Short-cycle tertiary (BTS, DUT)"
2023,4.1,76736,FR,1,1975,48,4,10,5,0,4,4,,,5,0,0,High school diploma or less
2023,4.1,76756,FR,1,1950,73,7,21,5,5,8,5,,,10,5,5,Masters degree or more
2023,4.1,76796,FR,2,1960,64,3,7,4,4,4,4,,,8,8,6,High school diploma or less
2023,4.1,76814,FR,2,2001,23,77,7777,7,6,6,6,,,7,3,6,
2023,4.1,76829,FR,1,2003,20,4,11,4,4,6,3,,,7,2,6,High school diploma or less
2023,4.1,76844,FR,2,1967,56,6,18,5,6,8,7,,,4,4,3,"Undergraduate degree (licence, licence pro)"
2023,4.1,76881,FR,2,2006,17,2,5,4,8,8,3,,,8,9,8,High school diploma or less
2023,4.1,76907,FR,2,2006,17,2,5,2,4,2,2,,,10,8,5,High school diploma or less
2023,4.1,76930,FR,2,1944,79,2,5,5,3,9,5,,,9,5,5,High school diploma or less
2023,4.1,76964,FR,1,1969,54,4,10,4,2,4,2,,,2,0,5,High school diploma or less
2023,4.1,76980,FR,1,1937,86,7,24,5,2,7,5,,,5,4,2,Masters degree or more
2023,4.1,76996,FR,1,1974,49,4,10,2,0,7,5,,,7,2,0,High school diploma or less
2023,4.1,77010,FR,1,1976,47,7,19,7,5,8,7,,,9,5,7,Masters degree or more
2023,4.1,77042,FR,1,1973,50,4,11,6,6,7,4,,,7,5,7,High school diploma or less
2023,4.1,77058,FR,1,1967,56,1,4,7,2,3,7,,,8,6,1,High school diploma or less
2023,4.1,77104,FR,2,1973,50,5,15,2,4,9,6,,,6,7,5,"Short-cycle tertiary (BTS, DUT)"
2023,4.1,77159,FR,2,2002,21,6,18,4,6,5,4,,,8,5,7,"Undergraduate degree (licence, licence pro)"
2023,4.1,77202,FR,1,1984,39,3,7,5,5,8,4,,,9,7,5,High school diploma or less
2023,4.1,77206,FR,1,1998,25,7,24,5,4,7,2,,,8,4,6,Masters degree or more
2023,4.1,77217,FR,1,1966,57,5,16,7,7,9,5,,,8,4,7,"Short-cycle tertiary (BTS, DUT)"
2023,4.1,77228,FR,2,1940,84,1,3,1,4,5,2,,,7,3,5,High school diploma or less
2023,4.1,77270,FR,2,1975,48,4,9,4,1,9,3,,,6,2,4,High school diploma or less
2023,4.1,77272,FR,2,2005,18,4,11,4,4,6,3,,,3,7,7,High school diploma or less
2023,4.1,77295,FR,1,2005,18,4,11,5,4,7,6,,,10,6,5,High school diploma or less
2023,4.1,77333,FR,1,1949,74,3,7,5,77,5,7,,,7,3,88,High school diploma or less
2023,4.1,77343,FR,1,2007,16,3,7,5,3,5,3,,,8,8,4,High school diploma or less
2023,4.1,77388,FR,1,1956,68,1,3,5,5,5,6,,,8,9,5,High school diploma or less
2023,4.1,77392,FR,1,1943,80,4,11,3,4,5,4,,,7,3,3,High school diploma or less
2023,4.1,77393,FR,1,2005,18,2,5,5,4,5,4,,,6,5,5,High school diploma or less
2023,4.1,77418,FR,2,2003,20,4,11,4,6,5,4,,,4,3,2,High school diploma or less
2023,4.1,77444,FR,2,1973,50,4,9,7,4,8,8,,,9,3,4,High school diploma or less
2023,4.1,77466,FR,1,1983,40,3,7,6,4,4,4,,,88,6,6,High school diploma or less
2023,4.1,77467,FR,1,2007,16,2,6,3,3,7,5,,,4,1,5,High school diploma or less
2023,4.1,77471,FR,2,1964,59,7,25,5,6,7,5,,,5,1,4,Masters degree or more
2023,4.1,77513,FR,2,1988,35,7,22,5,3,7,6,,,7,5,4,Masters degree or more
2023,4.1,77531,FR,1,2002,21,4,9,3,5,3,5,,,8,7,4,High school diploma or less
2023,4.1,77538,FR,1,1977,46,4,9,4,6,8,4,,,8,4,5,High school diploma or less
2023,4.1,77604,FR,1,1952,71,3,7,6,9,8,5,,,8,9,8,High school diploma or less
2023,4.1,77606,FR,1,1947,76,1,3,1,1,2,3,,,0,3,1,High school diploma or less
2023,4.1,77625,FR,1,1963,60,6,18,7,5,8,4,,,8,10,9,"Undergraduate degree (licence, licence pro)"
2023,4.1,77644,FR,1,1969,54,7,22,7,5,7,6,,,10,2,8,Masters degree or more
2023,4.1,77726,FR,2,1954,69,2,5,4,3,7,7,,,3,2,6,High school diploma or less
2023,4.1,77732,FR,2,1978,45,4,11,5,5,5,4,,,5,5,5,High school diploma or less
2023,4.1,77735,FR,2,1990,33,4,11,4,4,9,7,,,10,6,6,High school diploma or less
2023,4.1,77744,FR,2,1980,43,4,10,3,4,5,5,,,6,4,3,High school diploma or less
2023,4.1,77820,FR,1,1988,35,4,9,7,3,8,8,,,7,1,3,High school diploma or less
2023,4.1,77884,FR,1,1987,36,6,17,6,6,7,6,,,88,7,7,"Undergraduate degree (licence, licence pro)"
2023,4.1,77973,FR,1,1974,49,5,15,7,7,7,7,,,8,5,7,"Short-cycle tertiary (BTS, DUT)"
2023,4.1,78005,FR,2,1966,57,7,21,6,4,7,4,,,3,2,4,Masters degree or more
2023,4.1,78009,FR,1,1983,40,7,19,5,0,2,2,,,9,2,0,Masters degree or more
2023,4.1,78019,FR,2,1955,68,2,5,5,4,5,2,,,4,3,6,High school diploma or less
2023,4.1,78043,FR,2,1984,39,5,16,8,2,8,7,,,5,0,2,"Short-cycle tertiary (BTS, DUT)"
2023,4.1,78067,FR,2,1953,70,1,3,1,0,5,5,,,9,4,0,High school diploma or less
2023,4.1,78074,FR,1,1941,82,3,7,5,6,9,2,,,3,0,0,High school diploma or less
2023,4.1,78082,FR,1,1975,48,6,18,6,5,7,6,,,6,5,6,"Undergraduate degree (licence, licence pro)"
2023,4.1,78086,FR,2,1983,40,1,4,6,5,8,6,,,7,5,4,High school diploma or less
2023,4.1,78124,FR,2,1953,70,3,7,5,0,7,6,,,8,3,2,High school diploma or less
2023,4.1,78147,FR,2,1963,60,4,11,1,0,7,3,,,5,7,5,High school diploma or less
2023,4.1,78162,FR,1,1988,35,3,7,5,5,4,5,,,6,3,2,High school diploma or less
2023,4.1,78214,FR,1,1961,62,3,7,6,8,7,4,,,8,8,7,High school diploma or less
2023,4.1,78224,FR,1,1969,54,4,11,2,2,5,2,,,5,0,2,High school diploma or less
2023,4.1,78257,FR,2,2000,23,6,17,5,4,4,4,,,7,0,3,"Undergraduate degree (licence, licence pro)"
2023,4.1,78293,FR,2,1991,32,7,20,3,5,4,5,,,7,6,5,Masters degree or more
2023,4.1,78300,FR,1,1998,25,4,9,5,4,3,3,,,4,3,0,High school diploma or less
2023,4.1,78308,FR,2,1986,37,7,22,6,6,8,6,,,9,7,5,Masters degree or more
2023,4.1,78316,FR,2,1979,44,5,14,5,2,8,2,,,9,8,5,"Short-cycle tertiary (BTS, DUT)"
2023,4.1,78333,FR,1,1957,66,2,6,6,5,6,3,,,7,6,7,High school diploma or less
2023,4.1,78354,FR,1,2005,18,4,11,6,6,8,7,,,9,7,4,High school diploma or less
2023,4.1,78369,FR,1,1960,63,6,17,8,8,5,5,,,10,4,8,"Undergraduate degree (licence, licence pro)"
2023,4.1,78372,FR,1,1949,74,7,19,6,4,3,3,,,9,7,8,Masters degree or more
2023,4.1,78375,FR,2,1964,59,5,13,7,6,6,7,,,5,6,7,"Short-cycle tertiary (BTS, DUT)"
2023,4.1,78405,FR,2,1934,89,1,3,3,7,8,2,,,6,3,5,High school diploma or less
2023,4.1,78445,FR,1,2003,20,4,11,8,5,7,2,,,88,0,3,High school diploma or less
2023,4.1,78464,FR,1,1952,71,6,17,3,2,5,5,,,7,4,5,"Undergraduate degree (licence, licence pro)"
2023,4.1,78483,FR,2,1966,57,3,7,5,0,5,0,,,2,0,0,High school diploma or less
2023,4.1,78500,FR,1,2001,22,3,7,5,5,7,2,,,6,5,5,High school diploma or less
2023,4.1,78504,FR,2,1962,61,1,4,5,0,3,2,,,5,0,0,High school diploma or less
2023,4.1,78541,FR,1,1964,59,1,4,3,6,7,5,,,5,4,4,High school diploma or less
2023,4.1,78566,FR,2,1960,63,3,7,2,5,9,4,,,7,1,1,High school diploma or less
2023,4.1,78568,FR,1,1955,68,3,7,7,5,5,7,,,3,3,5,High school diploma or less
2023,4.1,78582,FR,1,2006,17,3,7,5,5,5,5,,,9,2,88,High school diploma or less
2023,4.1,78636,FR,1,1976,47,7,21,7,3,7,5,,,8,5,5,Masters degree or more
2023,4.1,78670,FR,2,1979,44,3,7,10,0,10,7,,,9,6,0,High school diploma or less
2023,4.1,78709,FR,1,1978,45,3,7,0,0,3,0,,,10,0,5,High school diploma or less
2023,4.1,78713,FR,1,2005,18,4,11,6,5,8,7,,,10,6,5,High school diploma or less
2023,4.1,78719,FR,1,1949,75,5,14,5,5,5,4,,,8,8,4,"Short-cycle tertiary (BTS, DUT)"
2023,4.1,78723,FR,2,1993,31,7,25,7,5,7,6,,,8,7,5,Masters degree or more
2023,4.1,78730,FR,2,1986,37,3,7,2,0,9,7,,,0,0,0,High school diploma or less
2023,4.1,78744,FR,1,1975,48,4,10,4,0,1,6,,,10,0,1,High school diploma or less
2023,4.1,78760,FR,2,1965,58,6,18,0,4,5,2,,,7,8,5,"Undergraduate degree (licence, licence pro)"
2023,4.1,78774,FR,1,1981,42,7,23,3,7,6,4,,,8,7,7,Masters degree or more
2023,4.1,78793,FR,1,1954,69,3,7,5,7,5,5,,,6,8,7,High school diploma or less
2023,4.1,78893,FR,2,1975,48,5,14,6,5,5,5,,,5,5,5,"Short-cycle tertiary (BTS, DUT)"
2023,4.1,78894,FR,1,1955,68,3,7,6,5,8,4,,,6,7,77,High school diploma or less
2023,4.1,78898,FR,2,1984,39,3,7,0,0,4,3,,,8,0,4,High school diploma or less
2023,4.1,78917,FR,2,1952,72,7,22,8,4,8,8,,,8,6,6,Masters degree or more
2023,4.1,78918,FR,2,1941,82,1,4,5,3,7,5,,,9,6,3,High school diploma or less
2023,4.1,78925,FR,2,2001,23,6,18,4,3,4,4,,,5,7,6,"Undergraduate degree (licence, licence pro)"
2023,4.1,79018,FR,1,1983,40,4,9,5,0,5,3,,,10,0,0,High school diploma or less
2023,4.1,79034,FR,1,2007,16,2,5,3,3,5,4,,,8,7,4,High school diploma or less
2023,4.1,79039,FR,2,1944,79,7,20,5,6,5,8,,,4,3,5,Masters degree or more
2023,4.1,79051,FR,2,1977,46,6,18,6,5,6,3,,,6,4,6,"Undergraduate degree (licence, licence pro)"
2023,4.1,79086,FR,2,1981,42,3,7,3,0,7,5,,,8,1,0,High school diploma or less
2023,4.1,79098,FR,1,1945,78,2,5,7,0,7,7,,,7,3,0,High school diploma or less
2023,4.1,79120,FR,2,1955,68,4,11,5,1,9,8,,,8,2,1,High school diploma or less
2023,4.1,79141,FR,1,1947,76,7,19,5,1,5,5,,,9,0,5,Masters degree or more
2023,4.1,79159,FR,1,1962,61,5,15,3,3,7,2,,,7,3,3,"Short-cycle tertiary (BTS, DUT)"
2023,4.1,79179,FR,1,1997,27,5,15,5,2,7,4,,,10,1,5,"Short-cycle tertiary (BTS, DUT)"
2023,4.1,79192,FR,1,1978,45,7,20,5,5,8,7,,,7,7,7,Masters degree or more
2023,4.1,79213,FR,2,2003,20,2,6,3,7,5,8,,,8,7,8,High school diploma or less
2023,4.1,79263,FR,1,1966,57,3,7,5,4,5,5,,,6,3,2,High school diploma or less
2023,4.1,79290,FR,2,1966,57,3,7,10,0,3,1,,,0,0,0,High school diploma or less
2023,4.1,79306,FR,2,1992,32,7,19,7,5,8,4,,,8,8,5,Masters degree or more
2023,4.1,79319,FR,2,2001,23,5,15,6,3,6,4,,,5,4,4,"Short-cycle tertiary (BTS, DUT)"
2023,4.1,79342,FR,1,1984,39,5,15,7,6,6,7,,,8,6,5,"Short-cycle tertiary (BTS, DUT)"
2023,4.1,79408,FR,1,1993,30,3,7,0,0,3,3,,,3,0,0,High school diploma or less
2023,4.1,79409,FR,1,1951,72,6,18,3,0,3,3,,,7,3,3,"Undergraduate degree (licence, licence pro)"
2023,4.1,79427,FR,1,1984,39,5,15,2,2,2,2,,,8,2,2,"Short-cycle tertiary (BTS, DUT)"
2023,4.1,79428,FR,2,1936,87,1,2,2,3,8,4,,,7,7,3,High school diploma or less
2023,4.1,79487,FR,2,1993,30,3,7,2,2,3,3,,,8,2,0,High school diploma or less
2023,4.1,79495,FR,2,1971,52,4,10,8,3,7,2,,,1,2,0,High school diploma or less
2023,4.1,79497,FR,1,1951,72,1,2,7,5,10,10,,,5,7,7,High school diploma or less
2023,4.1,79550,FR,2,1964,59,5,16,9,6,9,4,,,7,4,6,"Short-cycle tertiary (BTS, DUT)"
2023,4.1,79569,FR,1,1984,39,5,15,6,4,4,3,,,7,4,4,"Short-cycle tertiary (BTS, DUT)"
2023,4.1,79601,FR,2,1990,33,5,16,3,3,10,1,,,6,3,3,"Short-cycle tertiary (BTS, DUT)"
2023,4.1,79609,FR,2,1964,59,6,18,3,6,5,7,,,3,2,10,"Undergraduate degree (licence, licence pro)"
2023,4.1,79620,FR,2,1974,49,5,16,7,4,7,6,,,9,3,2,"Short-cycle tertiary (BTS, DUT)"
2023,4.1,79621,FR,2,1957,67,4,11,3,5,5,4,,,7,88,5,High school diploma or less
2023,4.1,79675,FR,1,1980,43,3,7,2,4,5,6,,,8,6,5,High school diploma or less
2023,4.1,79733,FR,1,1974,49,3,7,7,7,8,8,,,3,8,7,High school diploma or less
2023,4.1,79734,FR,2,1980,43,3,7,5,5,7,3,,,5,5,5,High school diploma or less
2023,4.1,79754,FR,2,1993,30,5,12,5,2,5,0,,,3,3,3,High school diploma or less
2023,4.1,79773,FR,2,2004,20,5,14,7,5,8,7,,,8,5,5,"Short-cycle tertiary (BTS, DUT)"
2023,4.1,79793,FR,1,1991,33,2,5,7,7,7,6,,,0,5,6,High school diploma or less
2023,4.1,79803,FR,1,1947,76,3,7,3,0,4,3,,,1,0,0,High school diploma or less
2023,4.1,79879,FR,2,1981,42,6,17,2,2,4,2,,,9,5,3,"Undergraduate degree (licence, licence pro)"
2023,4.1,79881,FR,1,1951,72,3,7,4,1,5,2,,,88,0,0,High school diploma or less
2023,4.1,79907,FR,2,1994,29,3,8,6,5,8,6,,,8,2,2,High school diploma or less
2023,4.1,79908,FR,1,1977,46,5,15,7,5,7,5,,,8,4,7,"Short-cycle tertiary (BTS, DUT)"
2023,4.1,79918,FR,2,2002,21,6,18,7,6,7,5,,,8,7,5,"Undergraduate degree (licence, licence pro)"
2023,4.1,79960,FR,2,1982,41,3,7,6,0,8,7,,,6,4,5,High school diploma or less
2023,4.1,79968,FR,2,1986,37,1,4,0,5,0,0,,,10,5,0,High school diploma or less
2023,4.1,79984,FR,1,1951,72,7,26,7,7,8,5,,,10,2,7,Masters degree or more
2023,4.1,79985,FR,2,1960,63,2,5,0,0,0,0,,,5,0,0,High school diploma or less
2023,4.1,79996,FR,1,1961,62,3,7,10,5,0,5,,,2,2,2,High school diploma or less
2023,4.1,80011,FR,2,1994,29,6,18,5,8,5,7,,,9,10,5,"Undergraduate degree (licence, licence pro)"
2023,4.1,80038,FR,1,1971,52,3,7,0,88,2,3,,,10,10,0,High school diploma or less
2023,4.1,80048,FR,1,2002,21,4,10,0,2,5,0,,,8,1,2,High school diploma or less
2023,4.1,80051,FR,1,1967,56,7,19,7,4,7,4,,,7,5,8,Masters degree or more
2023,4.1,80116,FR,2,1993,31,7,22,3,6,7,5,,,8,8,5,Masters degree or more
2023,4.1,80174,FR,2,1996,27,4,10,3,2,6,3,,,7,3,3,High school diploma or less
2023,4.1,80188,FR,2,1961,62,3,7,5,6,8,5,,,8,8,6,High school diploma or less
2023,4.1,80202,FR,2,1984,39,7,20,3,0,5,5,,,4,3,0,Masters degree or more
2023,4.1,80240,FR,2,1953,70,5,16,3,6,7,5,,,6,5,6,"Short-cycle tertiary (BTS, DUT)"
2023,4.1,80250,FR,2,1995,29,7,23,3,6,6,7,,,9,7,7,Masters degree or more
2023,4.1,80273,FR,2,1986,37,5,16,3,3,5,5,,,6,0,1,"Short-cycle tertiary (BTS, DUT)"
2023,4.1,80282,FR,1,2001,22,6,17,3,2,6,88,,,7,8,3,"Undergraduate degree (licence, licence pro)"
2023,4.1,80290,FR,1,1994,29,1,4,6,7,5,7,,,7,6,7,High school diploma or less
2023,4.1,80298,FR,2,1941,82,5,16,5,5,10,5,,,7,7,5,"Short-cycle tertiary (BTS, DUT)"
2023,4.1,80352,FR,2,1938,85,1,3,4,5,7,3,,,9,88,2,High school diploma or less
2023,4.1,80358,FR,2,1946,77,1,3,8,3,7,5,,,3,2,2,High school diploma or less
2023,4.1,80361,FR,1,1940,84,2,5,5,4,7,7,,,7,6,6,High school diploma or less
2023,4.1,80439,FR,2,1946,77,3,7,3,3,5,4,,,7,2,4,High school diploma or less
2023,4.1,80447,FR,2,1964,59,3,7,4,2,4,3,,,5,3,2,High school diploma or less
2023,4.1,80451,FR,1,1989,34,4,9,4,3,2,2,,,3,4,2,High school diploma or less
2023,4.1,80456,FR,1,1954,69,4,10,5,7,7,7,,,10,8,7,High school diploma or less
2023,4.1,80480,FR,1,1962,61,3,7,1,2,3,2,,,7,5,88,High school diploma or less
2023,4.1,80500,FR,2,1992,31,2,5,3,3,7,8,,,7,7,5,High school diploma or less
2023,4.1,80546,FR,1,1982,41,3,7,3,6,7,7,,,6,5,4,High school diploma or less
2023,4.1,80576,FR,1,1953,70,3,7,5,2,8,4,,,8,4,5,High school diploma or less
2023,4.1,80585,FR,1,1982,41,3,7,3,2,5,3,,,9,0,0,High school diploma or less
2023,4.1,80633,FR,2,1989,34,5,13,5,88,7,3,,,0,0,88,"Short-cycle tertiary (BTS, DUT)"
2023,4.1,80695,FR,1,2001,22,6,17,2,2,4,2,,,8,2,4,"Undergraduate degree (licence, licence pro)"
2023,4.1,80705,FR,2,1987,36,6,18,3,2,3,3,,,6,3,5,"Undergraduate degree (licence, licence pro)"
2023,4.1,80709,FR,2,1971,52,7,21,6,4,6,3,,,9,3,7,Masters degree or more
2023,4.1,80750,FR,2,1972,51,7,21,3,5,5,5,,,5,5,7,Masters degree or more
2023,4.1,80760,FR,1,1970,53,1,4,2,1,5,2,,,5,0,1,High school diploma or less
2023,4.1,80764,FR,1,1952,71,7,22,7,5,7,5,,,9,4,7,Masters degree or more
2023,4.1,80777,FR,2,1975,49,6,18,2,4,7,4,,,7,5,6,"Undergraduate degree (licence, licence pro)"
2023,4.1,80787,FR,2,2007,16,2,6,5,8,7,7,,,10,7,8,High school diploma or less
2023,4.1,80789,FR,2,1949,74,2,5,7,7,5,5,,,6,7,7,High school diploma or less
2023,4.1,80817,FR,2,1968,55,2,6,4,1,5,6,,,10,4,1,High school diploma or less
2023,4.1,80860,FR,2,2003,20,6,18,7,6,7,6,,,6,7,7,"Undergraduate degree (licence, licence pro)"
2023,4.1,80867,FR,2,1996,27,4,10,6,3,7,4,,,8,2,2,High school diploma or less
2023,4.1,80886,FR,2,1985,39,5,14,5,4,6,5,,,4,3,5,"Short-cycle tertiary (BTS, DUT)"
2023,4.1,80901,FR,1,2003,20,6,18,5,1,5,6,,,7,3,2,"Undergraduate degree (licence, licence pro)"
2023,4.1,80911,FR,2,2006,17,2,5,4,4,5,4,,,9,4,88,High school diploma or less
2023,4.1,80913,FR,2,1999,24,5,15,5,5,8,8,,,9,5,5,"Short-cycle tertiary (BTS, DUT)"
2023,4.1,80966,FR,1,1972,51,7,21,9,9,9,7,,,9,8,8,Masters degree or more
2023,4.1,80972,FR,1,1945,78,3,7,6,8,8,5,,,6,9,8,High school diploma or less
2023,4.1,81012,FR,2,1974,49,5,16,0,0,10,0,,,10,0,0,"Short-cycle tertiary (BTS, DUT)"
2023,4.1,81039,FR,2,1964,59,1,4,0,0,4,7,,,0,0,3,High school diploma or less
2023,4.1,81043,FR,2,1952,71,4,11,7,7,9,8,,,8,4,8,High school diploma or less
2023,4.1,81058,FR,1,1976,48,3,7,0,0,3,0,,,5,1,0,High school diploma or less
2023,4.1,81123,FR,2,1937,86,1,2,2,4,5,4,,,3,88,88,High school diploma or less
2023,4.1,81134,FR,1,1959,64,1,3,7,7,9,7,,,8,8,8,High school diploma or less
2023,4.1,81135,FR,2,1975,48,7,21,5,0,5,2,,,9,0,2,Masters degree or more
2023,4.1,81139,FR,1,7777,999,5,15,0,4,5,5,,,5,7,5,"Short-cycle tertiary (BTS, DUT)"
2023,4.1,81166,FR,2,1949,74,2,5,3,5,4,4,,,5,5,7,High school diploma or less
2023,4.1,81177,FR,1,1963,60,7,20,3,3,3,1,,,8,4,4,Masters degree or more
2023,4.1,81178,FR,2,2003,20,4,11,0,1,7,5,,,10,4,88,High school diploma or less
